category,rank,year,origin,destination,daily_pax,baseline_total_min,step3_total_min,saved_total_min,saved_total_sec,saved_pax_min_day,baseline_rolling_min,step3_rolling_min,baseline_dwell_min,step3_dwell_min,baseline_transfer_min,step3_transfer_min,baseline_waiting_min,step3_waiting_min,waiting_delta_min,baseline_rolling_share,step3_rolling_share,delta_rolling_share,origin_row_idx,destination_idx
largest_per_trip_improvements,1,2035,Stammheim,Schwarzer Bären,0.05724038,268.0000000000001,117.99999999999997,150.00000000000014,9000.00000000001,8.586057000000007,198.72657450076812,73.24091676256232,18.273425499231955,4.779083237437667,51.0,39.98,14.676470588235293,14.722222222222221,0.04575163398692794,0.7415170690327165,0.620685735275952,-0.12083133375676447,1302,1191
largest_per_trip_improvements,2,2035,Seuzach,Speicher,0.07171169,256.0000000000001,106.00000000000001,150.0000000000001,9000.000000000007,10.756753500000007,187.69756097560983,62.19154228855722,17.302439024390242,3.8084577114427858,51.0,40.0,14.547413793103447,14.6078431372549,0.06042934415145318,0.7331935975609756,0.5867126630995964,-0.14648093446137922,1227,1260
largest_per_trip_improvements,3,2035,Dinhard,St. Gallen Birnbäumen,0.03228546,247.00000000000006,97.0,150.00000000000006,9000.000000000004,4.842819000000002,179.36734693877557,53.87897296781868,16.63265306122449,3.1249640400553376,51.0,39.99606299212598,14.931870669745958,14.941819772528435,0.009949102782476515,0.7261835908452451,0.555453329565141,-0.17073026128010405,332,1278
largest_per_trip_improvements,4,2035,Ossingen,Bendlehn,0.02805626,271.00000000000006,120.99999999999999,150.00000000000006,9000.000000000004,4.208439000000001,200.7575757575758,75.25391229856632,19.242424242424242,5.76000420242771,50.99999999999999,39.98608349900596,14.768983644859812,14.802076430307046,0.03309278544723426,0.7408028625740803,0.6219331594922837,-0.11886970308179667,1014,93
largest_per_trip_improvements,5,2035,Ossingen,St. Gallen Marktplatz,0.33421733,252.00000000000003,101.99999999999999,150.00000000000006,9000.000000000004,50.13259950000002,184.67827529021562,59.19087957144162,16.32172470978441,2.7936764131143517,51.0,40.01544401544401,14.77680586907449,14.807807807807807,0.031001938733316692,0.7328502987706969,0.5803027408964866,-0.15254755787421026,1014,1282
largest_per_trip_improvements,6,2035,Stammheim,Bendlehn,0.02853065,277.00000000000006,126.99999999999999,150.00000000000006,9000.000000000004,4.279597500000002,206.424778761062,80.92401338971105,19.575221238938052,6.095986610288936,51.000000000000014,39.980000000000004,14.676470588235295,14.722222222222225,0.04575163398692972,0.7452158078016676,0.6371969558244965,-0.1080188519771711,1302,93
largest_per_trip_improvements,7,2035,Thalheim-Altikon,Gfeld,0.011472310000000001,265.00000000000006,115.0,150.00000000000006,9000.000000000004,1.7208465000000008,194.76947040498447,69.25608620143034,19.230529595015575,5.749830958332982,51.0,39.99408284023668,14.8984375,14.913214990138066,0.01477749013806573,0.7349791336037148,0.6022268365341769,-0.13275229706953795,1352,462
largest_per_trip_improvements,8,2035,Thalheim-Altikon,St. Gallen Notkersegg,0.025302779999999997,251.00000000000006,101.0,150.00000000000006,9000.000000000004,3.795417000000001,182.72000000000006,57.22681173251893,17.28,3.779105427244385,51.00000000000001,39.994082840236686,14.8984375,14.91321499013807,0.014777490138069282,0.7279681274900399,0.5666020963615735,-0.16136603112846637,1352,1283
largest_per_trip_improvements,9,2035,Winterthur Wallrüti,Bendlehn,0.06381712,254.00000000000006,104.00000000000001,150.00000000000006,9000.000000000004,9.572568000000004,185.7011494252874,60.19384916159111,17.298850574712645,3.809083389728551,51.00000000000001,39.997067448680355,14.588273195876289,14.643695014662756,0.055421818786467014,0.7311068875011314,0.5787870111691452,-0.15231987633198618,1503,93
largest_per_trip_improvements,10,2035,Dinhard,Schwarzer Bären,0.02770879,252.00000000000003,102.0,150.00000000000003,9000.000000000002,4.156318500000001,183.7180762852405,58.22486840784246,17.281923714759536,3.779068600031554,50.99999999999999,39.99606299212598,14.931870669745958,14.941819772528435,0.009949102782476515,0.7290399852588908,0.5708320432141417,-0.15820794204474908,332,1191
