year,level,code,name,canton,originCount,totalWeight,baseline_total_min,step3_total_min,delta_total_min,delta_total_sec,delta_total_pax_min_day,baseline_rolling_min,step3_rolling_min,delta_rolling_min,delta_rolling_sec,delta_rolling_pax_min_day,baseline_dwell_min,step3_dwell_min,delta_dwell_min,delta_dwell_sec,delta_dwell_pax_min_day,baseline_transfer_min,step3_transfer_min,delta_transfer_min,delta_transfer_sec,delta_transfer_pax_min_day,baseline_waiting_min,step3_waiting_min,delta_waiting_min,delta_waiting_sec,delta_waiting_pax_min_day
2035,station,Croy-Romainmôtier,Croy-Romainmôtier,VD,1,304.364343,28.585632,28.584804,-0.0008280000000020493,-0.04968000000012296,-0.25201367600462377,25.130481,25.130101,-0.0003799999999998249,-0.022799999999989495,-0.11565845033994672,2.152061,2.151673,-0.0003879999999996109,-0.023279999999976653,-0.11809336508388157,1.30309,1.30303,-6.000000000017103e-05,-0.0036000000000102617,-0.018261860580052056,15.251265,15.25124,-2.5000000000829914e-05,-0.0015000000000497948,-0.007609108575252596
2035,station,Crémines,Crémines,BE,1,55.793823,36.037512,36.038291,0.0007790000000014174,0.04674000000008505,0.04346338811707909,28.888119,28.880039,-0.008079999999999643,-0.4847999999999786,-0.4508140898399801,2.973342,2.970916,-0.0024260000000002613,-0.14556000000001568,-0.13535581459801457,4.176051,4.187337,0.01128600000000013,0.6771600000000078,0.6296890863780072,29.208206,29.208206,0.0,0.0,0.0
2035,station,Crémines-Zoo,Crémines-Zoo,BE,1,24.453344,39.7893,39.790334,0.0010340000000041982,0.062040000000251894,0.025284757696102663,31.311581,31.302402,-0.009178999999999604,-0.5507399999999762,-0.22445724457599034,3.606252,3.601409,-0.004843000000000153,-0.29058000000000916,-0.11842754499200374,4.871468,4.886523,0.015055000000000263,0.9033000000000158,0.36814509392000644,27.534248,27.534248,0.0,0.0,0.0
2035,station,Crêt-d'y-Bau,Crêt-d'y-Bau,VD,1,26.930885,30.144724,30.136639,-0.00808500000000123,-0.4851000000000738,-0.21773620522503312,25.089985,25.087349,-0.0026359999999989725,-0.15815999999993835,-0.07098981285997233,3.172848,3.165311,-0.007537000000000127,-0.4522200000000076,-0.2029780802450034,1.881891,1.883979,0.00208800000000009,0.1252800000000054,0.05623168788000242,29.265028,29.265028,0.0,0.0,0.0
2035,station,Cugy FR,Cugy FR,FR,1,370.191421,26.004105,26.003908,-0.00019700000000000273,-0.011820000000000164,-0.07292770993700101,22.320026,22.319377,-0.0006489999999992335,-0.03893999999995401,-0.24025423222871625,1.90047,1.89928,-0.0011900000000000244,-0.07140000000000146,-0.440527790990009,1.783609,1.785252,0.001643000000000061,0.09858000000000366,0.6082245047030226,15.184968,15.184967,-9.999999992515995e-07,-5.999999995509597e-05,-0.0003701914207229486
2035,station,Cully,Cully,VD,1,1483.791155,21.186706,21.168967,-0.017739000000002392,-1.0643400000001435,-26.320971298548546,17.390864,17.51201,0.12114599999999953,7.268759999999972,179.7553632636293,1.999184,2.025876,0.026691999999999716,1.601519999999983,39.60535350925957,1.796658,1.631081,-0.16557700000000009,-9.934620000000006,-245.6816880714351,9.917104,9.917491,0.0003869999999999152,0.02321999999999491,0.5742271769848741
2035,station,Dachsen,Dachsen,ZH,1,516.327786,31.872935,31.890616,0.017681000000003166,1.06086000000019,9.129191584267634,26.525382,26.536726,0.011344000000001131,0.6806400000000679,5.857222404384584,3.041333,3.039865,-0.0014680000000000248,-0.08808000000000149,-0.7579691898480128,2.30622,2.314024,0.0078039999999997,0.468239999999982,4.029422041943845,14.899977,14.899957,-1.9999999999242846e-05,-0.0011999999999545707,-0.01032655571960906
2035,station,Dagmersellen,Dagmersellen,LU,1,611.158196,27.462209,27.425734,-0.03647500000000292,-2.1885000000001753,-22.291995199101784,22.482554,22.515923,0.033369000000000426,2.0021400000000256,20.39373784232426,2.218517,2.227632,0.009114999999999984,0.546899999999999,5.57070695653999,2.761138,2.682179,-0.07895899999999978,-4.737539999999987,-48.25643999796387,14.78591,14.785745,-0.00016499999999908255,-0.009899999999944953,-0.10084110233943928
2035,station,Dallenwil,Dallenwil,NW,1,361.138575,25.145658,25.175426,0.029768000000000683,1.786080000000041,10.750373100600246,21.271367,21.294963,0.02359599999999773,1.4157599999998638,8.52142581569918,2.070502,2.073293,0.00279100000000021,0.1674600000000126,1.0079377628250759,1.803789,1.807171,0.003381999999999996,0.20291999999999977,1.2213706606499986,16.572739,16.51778,-0.0549590000000002,-3.297540000000012,-19.847814943425075
2035,station,Davos Dorf,Davos Dorf,GR,1,927.176668,22.262739,22.252313,-0.010425999999998936,-0.6255599999999362,-9.666743940567013,19.896251,19.894757,-0.0014940000000009945,-0.08964000000005967,-1.385201941992922,1.709677,1.700316,-0.009360999999999953,-0.5616599999999972,-8.679300789147955,0.656812,0.65724,0.00042800000000009497,0.0256800000000057,0.39683161390408805,17.608603,17.608608,5.000000001587068e-06,0.0003000000000952241,0.004635883341471492
