level,year,version,code,name,canton,originCount,totalWeight,avgTotalMin,avgRollingMin,avgDwellMin,avgTransferMin,avgWaitingMin,rollingPct,dwellPct,transferPct,cellsWithDemand,pathsWithDemand
municipality,2035,v0,749,Studen (BE),BE,1,472.984568,29.519117,22.381608,3.180362,3.957148,14.507706,75.820722,10.773906,13.405373,1529,5554
station,2035,v0,Stäfa,Stäfa,ZH,1,3277.309897,29.540249,22.350763,3.638812,3.550674,9.210512,75.662068,12.31815,12.019782,1534,6634
municipality,2035,v0,158,Stäfa,ZH,2,4305.640364,29.631113,22.212329,3.678071,3.740713,10.502339,74.962857,12.412869,12.624273,3044,12136
station,2035,v0,Stöckli,Stöckli,BE,1,55.403245,11.159153,9.954121,0.603986,0.601046,29.482139,89.201403,5.412467,5.386129,881,1761
station,2035,v0,Suberg-Grossaffoltern,Suberg-Grossaffoltern,BE,1,301.071592,33.274619,25.613252,2.760034,4.901333,12.227082,76.975341,8.294713,14.729945,1538,5902
municipality,2035,v0,303,Grossaffoltern,BE,1,301.071592,33.274619,25.613252,2.760034,4.901333,12.227082,76.975341,8.294713,14.729945,1538,5902
station,2035,v0,Sugiez,Sugiez,FR,1,225.45223,38.099013,28.375899,3.357646,6.365469,15.263142,74.479354,8.812946,16.707699,1512,5252
municipality,2035,v0,2284,Mont-Vully,FR,1,225.45223,38.099013,28.375899,3.357646,6.365469,15.263142,74.479354,8.812946,16.707699,1512,5252
station,2035,v0,Suhr,Suhr,AG,1,340.379112,28.745468,20.928733,3.048273,4.768462,10.948437,72.807071,10.60436,16.588569,1542,6618
municipality,2035,v0,4012,Suhr,AG,1,340.379112,28.745468,20.928733,3.048273,4.768462,10.948437,72.807071,10.60436,16.588569,1542,6618
station,2035,v0,Sulgen,Sulgen,TG,1,478.381587,27.359753,21.750619,2.830322,2.778812,11.518829,79.498595,10.344836,10.156569,1441,5966
municipality,2035,v0,4506,Sulgen,TG,1,478.381587,27.359753,21.750619,2.830322,2.778812,11.518829,79.498595,10.344836,10.156569,1441,5966
station,2035,v0,Sumiswald-Grünen,Sumiswald-Grünen,BE,1,468.427106,41.144127,30.663862,7.677987,2.802279,29.697396,74.527918,18.661198,6.810884,1452,2904
municipality,2035,v0,957,Sumiswald,BE,1,468.427106,41.144127,30.663862,7.677987,2.802279,29.697396,74.527918,18.661198,6.810884,1452,2904
station,2035,v0,Sumvitg-Cumpadials,Sumvitg-Cumpadials,GR,1,61.802078,19.389836,17.368568,1.473677,0.547592,28.492263,89.57563,7.600253,2.824118,556,1112
station,2035,v0,Sur-le-Buis,Sur-le-Buis,VD,1,10.006343,33.194625,27.027949,3.91535,2.251326,29.320312,81.422667,11.795132,6.782201,820,1640
station,2035,v0,Surovas,Surovas,GR,1,72.128495,23.154685,18.353513,4.347461,0.453711,29.569991,79.264789,18.77573,1.95948,355,709
station,2035,v0,Sursee,Sursee,LU,1,6981.686034,33.356045,28.984397,2.000226,2.371423,9.927553,86.893984,5.996592,7.109424,1563,6176
municipality,2035,v0,1103,Sursee,LU,1,6981.686034,33.356045,28.984397,2.000226,2.371423,9.927553,86.893984,5.996592,7.109424,1563,6176
station,2035,v0,Susch,Susch,GR,1,123.794248,25.934446,22.738635,2.223522,0.972289,28.936672,87.67735,8.573626,3.749024,1070,2141
station,2035,v0,Sutz,Sutz,BE,1,171.745411,24.682383,18.47433,2.091591,4.116462,14.804708,74.848243,8.474025,16.677732,1459,5178
station,2035,v0,Tann-Dürnten,Tann-Dürnten,ZH,1,193.946729,27.592608,20.271802,2.44119,4.879615,14.70227,73.468237,8.847262,17.684501,1434,5077
municipality,2035,v0,113,Dürnten,ZH,1,193.946729,27.592608,20.271802,2.44119,4.879615,14.70227,73.468237,8.847262,17.684501,1434,5077
station,2035,v0,Tannay,Tannay,VD,1,312.2351,20.531573,15.452087,1.412121,3.667365,7.805977,75.260123,6.877801,17.862077,1384,5239
municipality,2035,v0,5729,Tannay,VD,1,312.2351,20.531573,15.452087,1.412121,3.667365,7.805977,75.260123,6.877801,17.862077,1384,5239
station,2035,v0,Tavanasa-Breil/Brigels,Tavanasa-Breil/Brigels,GR,1,169.631195,27.521468,24.446991,2.414992,0.659486,29.196244,88.828802,8.774937,2.39626,737,1494
municipality,2035,v0,3981,Breil/Brigels,GR,2,194.807483,27.342138,24.263712,2.422285,0.656141,29.188251,88.741093,8.859163,2.399744,1271,2568
station,2035,v0,Tavannes,Tavannes,BE,1,643.09256,33.669147,26.275705,2.733745,4.659698,18.402475,78.040897,8.119435,13.839668,1535,5346
municipality,2035,v0,713,Tavannes,BE,1,643.09256,33.669147,26.275705,2.733745,4.659698,18.402475,78.040897,8.119435,13.839668,1535,5346
station,2035,v0,Taverne-Torricella,Taverne-Torricella,TI,1,463.242004,17.814513,14.941887,0.925626,1.946999,14.80527,83.874802,5.19591,10.929288,1260,4427
municipality,2035,v0,5227,Torricella-Taverne,TI,1,463.242004,17.814513,14.941887,0.925626,1.946999,14.80527,83.874802,5.19591,10.929288,1260,4427
station,2035,v0,Tecknau,Tecknau,BL,1,258.948692,26.065269,19.595066,1.523318,4.946885,14.874451,75.176919,5.844244,18.978836,1535,5394
municipality,2035,v0,2862,Tecknau,BL,1,258.948692,26.065269,19.595066,1.523318,4.946885,14.874451,75.176919,5.844244,18.978836,1535,5394
station,2035,v0,Tegna,Tegna,TI,1,59.905344,13.914118,10.913984,0.361124,2.63901,29.122158,78.438202,2.59538,18.966418,238,473
station,2035,v0,Tenero,Tenero,TI,1,1286.272089,18.670414,16.160929,1.71199,0.797494,9.174976,86.559032,9.169535,4.271434,1326,4715
municipality,2035,v0,5131,Tenero-Contra,TI,1,1286.272089,18.670414,16.160929,1.71199,0.797494,9.174976,86.559032,9.169535,4.271434,1326,4715
station,2035,v0,Territet,Territet,VD,1,429.258829,20.568262,15.490306,2.106745,2.971211,26.858247,75.311692,10.242699,14.445609,1362,2754
station,2035,v0,Teufen AR,Teufen AR,AR,1,146.374143,24.407872,19.725206,2.33755,2.345117,14.960569,80.814934,9.577031,9.608035,1408,5032
station,2035,v0,Teufen AR Stofel,Teufen AR Stofel,AR,1,260.368688,23.494809,18.943367,2.118791,2.43265,14.98493,80.627884,9.018126,10.35399,1458,5162
station,2035,v0,Teufenthal AG,Teufenthal AG,AG,1,942.49514,31.441337,22.468543,3.734061,5.238733,9.553711,71.461792,11.876279,16.661928,1537,6293
municipality,2035,v0,4145,Teufenthal (AG),AG,1,942.49514,31.441337,22.468543,3.734061,5.238733,9.553711,71.461792,11.876279,16.661928,1537,6293
station,2035,v0,Thalbrücke,Thalbrücke,SO,1,403.947987,31.87909,23.089427,1.873533,6.91613,14.88233,72.428125,5.876996,21.694879,1493,5177
station,2035,v0,Thalheim-Altikon,Thalheim-Altikon,ZH,1,111.186504,36.352388,25.848151,3.233993,7.270244,14.845143,71.104409,8.896233,19.999357,1226,4594
municipality,2035,v0,39,Thalheim an der Thur,ZH,1,111.186504,36.352388,25.848151,3.233993,7.270244,14.845143,71.104409,8.896233,19.999357,1226,4594
station,2035,v0,Thalwil,Thalwil,ZH,1,7563.957443,21.687496,17.915573,1.789293,1.98263,6.629141,82.607845,8.250345,9.14181,1568,6916
municipality,2035,v0,141,Thalwil,ZH,1,7563.957443,21.687496,17.915573,1.789293,1.98263,6.629141,82.607845,8.250345,9.14181,1568,6916
station,2035,v0,Thayngen,Thayngen,SH,1,333.708629,16.705295,13.145894,1.213615,2.345786,14.915235,78.692978,7.264851,14.042171,1352,4850
municipality,2035,v0,2920,Thayngen,SH,1,333.708629,16.705295,13.145894,1.213615,2.345786,14.915235,78.692978,7.264851,14.042171,1352,4850
station,2035,v0,Thun,Thun,BE,1,15879.923783,31.973982,27.838101,2.058507,2.077374,10.783095,87.064857,6.438068,6.497076,1567,6782
municipality,2035,v0,942,Thun,BE,1,15879.923783,31.973982,27.838101,2.058507,2.077374,10.783095,87.064857,6.438068,6.497076,1567,6782
station,2035,v0,Thurnen,Thurnen,BE,1,512.098032,33.675928,27.292692,2.804694,3.578542,14.648329,81.045107,8.328482,10.62641,1536,6279
municipality,2035,v0,889,Thurnen,BE,1,512.098032,33.675928,27.292692,2.804694,3.578542,14.648329,81.045107,8.328482,10.62641,1536,6279
station,2035,v0,Thusis,Thusis,GR,1,1152.632009,35.760587,28.913324,4.536407,2.310855,16.803334,80.852489,12.685494,6.462017,1391,5020
municipality,2035,v0,3668,Thusis,GR,1,1152.632009,35.760587,28.913324,4.536407,2.310855,16.803334,80.852489,12.685494,6.462017,1391,5020
station,2035,v0,Thörishaus Dorf,Thörishaus Dorf,BE,1,677.615512,26.171585,20.662489,2.513817,2.995279,9.793372,78.950086,9.605139,11.444774,1537,6013
station,2035,v0,Thörishaus Station,Thörishaus Station,BE,1,142.182562,26.886184,20.505886,2.330789,4.049509,9.784538,76.269231,8.669096,15.061673,1470,5862
station,2035,v0,Tiefencastel,Tiefencastel,GR,1,339.993111,31.92573,28.671795,1.529765,1.72417,29.131703,89.807797,4.791637,5.400567,1044,2093
municipality,2035,v0,3542,Albula/Alvra,GR,1,339.993111,31.92573,28.671795,1.529765,1.72417,29.131703,89.807797,4.791637,5.400567,1044,2093
station,2035,v0,Tirano,Tirano,25,1,1532.992862,62.292363,56.428704,5.451577,0.412083,31.737323,90.586873,8.751597,0.66153,718,1378
station,2035,v0,Tobel-Affeltrangen,Tobel-Affeltrangen,TG,1,152.398551,36.555809,28.632323,3.015251,4.908235,13.594507,78.324961,8.24835,13.426689,1407,6040
municipality,2035,v0,4776,Tobel-Tägerschen,TG,2,237.362855,36.678129,28.79599,2.945903,4.936236,13.93096,78.509975,8.031771,13.458254,2775,11978
station,2035,v0,Toffen,Toffen,BE,1,618.565832,31.487159,24.72408,2.752532,4.010546,14.823696,78.521153,8.741761,12.737085,1538,5431
municipality,2035,v0,884,Toffen,BE,1,618.565832,31.487159,24.72408,2.752532,4.010546,14.823696,78.521153,8.741761,12.737085,1538,5431
station,2035,v0,Toveyre,Toveyre,VD,1,27.322699,27.571493,21.448209,2.155845,3.967438,29.003863,77.791253,7.819109,14.389638,1190,2380
station,2035,v0,Tramelan,Tramelan,BE,1,21.876083,40.162268,32.40739,3.917261,3.837616,28.811352,80.691137,9.753586,9.555277,1391,3278
station,2035,v0,Tramelan-Chalet,Tramelan-Chalet,BE,1,30.371484,44.660372,34.537458,6.333859,3.789055,27.912337,77.333565,14.18228,8.484155,1430,3356
station,2035,v0,Tramelan-Dessous,Tramelan-Dessous,BE,1,20.892787,41.352819,32.755869,4.708523,3.888427,29.757515,79.210728,11.386219,9.403052,1378,2768
station,2035,v0,Travers,Travers,NE,1,740.809539,30.867218,23.918674,3.547291,3.401253,14.912352,77.48892,11.492099,11.018981,1531,5308
station,2035,v0,Triboltingen,Triboltingen,TG,1,38.301241,30.504777,24.275655,3.802179,2.426942,14.644823,79.579848,12.46421,7.955942,1318,4768
station,2035,v0,Trimbach,Trimbach,SO,1,38.078066,21.97571,15.254442,0.909235,5.812033,27.504427,69.415012,4.137454,26.447534,1325,2845
municipality,2035,v0,2500,Trimbach,SO,1,38.078066,21.97571,15.254442,0.909235,5.812033,27.504427,69.415012,4.137454,26.447534,1325,2845
station,2035,v0,Trin,Trin,GR,1,51.681379,19.669661,18.256853,0.360996,1.051812,29.032864,92.817322,1.835294,5.347383,660,1338
municipality,2035,v0,3734,Trin,GR,1,51.681379,19.669661,18.256853,0.360996,1.051812,29.032864,92.817322,1.835294,5.347383,660,1338
station,2035,v0,Trogen,Trogen,AR,1,118.864723,28.870151,23.406587,3.750303,1.713261,15.044265,81.075387,12.990244,5.934368,1394,4996
station,2035,v0,Troistorrents,Troistorrents,VS,1,34.591389,17.581363,13.175603,1.912497,2.493262,28.810022,74.940739,10.877982,14.181279,799,1598
station,2035,v0,Trubschachen,Trubschachen,BE,1,354.40097,38.054782,31.087488,3.409407,3.557887,16.67208,81.69141,8.959207,9.349383,1497,4460
municipality,2035,v0,909,Trubschachen,BE,1,354.40097,38.054782,31.087488,3.409407,3.557887,16.67208,81.69141,8.959207,9.349383,1497,4460
station,2035,v0,Trun,Trun,GR,1,185.229873,25.160537,22.482932,2.061963,0.615642,29.303383,89.357918,8.195227,2.446856,720,1462
municipality,2035,v0,3987,Trun,GR,1,185.229873,25.160537,22.482932,2.061963,0.615642,29.303383,89.357918,8.195227,2.446856,720,1462
station,2035,v0,Trélex,Trélex,VD,1,213.500229,21.944009,15.561641,1.911255,4.471113,14.873056,70.915213,8.70969,20.375098,1372,4567
municipality,2035,v0,5730,Trélex,VD,2,433.070713,21.847217,15.493548,1.81375,4.53992,14.870018,70.917716,8.301973,20.78031,2744,9134
station,2035,v0,Trélex dépôt,Trélex dépôt,VD,1,219.570484,21.753101,15.427337,1.718941,4.606824,14.867064,70.920172,7.902049,21.177779,1372,4567
station,2035,v0,Tschamut-Selva,Tschamut-Selva,GR,1,77.351767,24.286538,21.430486,2.387416,0.468636,29.172562,88.240183,9.830204,1.929613,600,1336
station,2035,v0,Tuilerie,Tuilerie,VD,1,11.681429,17.700462,13.322118,1.682092,2.696252,28.727541,75.264239,9.503095,15.232667,1103,2206
station,2035,v0,Turbenthal,Turbenthal,ZH,1,793.221948,37.347413,29.502926,3.641011,4.203477,12.351483,78.995901,9.749031,11.255068,1526,5929
municipality,2035,v0,228,Turbenthal,ZH,1,793.221948,37.347413,29.502926,3.641011,4.203477,12.351483,78.995901,9.749031,11.255068,1526,5929
station,2035,v0,Turgi,Turgi,AG,1,2360.625018,28.982115,22.922596,2.431297,3.628223,10.031648,79.09221,8.388955,12.518834,1555,6606
municipality,2035,v0,4042,4042,AG,1,2360.625018,28.982115,22.922596,2.431297,3.628223,10.031648,79.09221,8.388955,12.518834,1555,6606
station,2035,v0,Turtmann,Turtmann,VS,1,211.992216,19.655525,16.717938,2.033909,0.903677,14.878067,85.054652,10.347774,4.597573,1437,5082
municipality,2035,v0,6119,Turtmann-Unterems,VS,1,211.992216,19.655525,16.717938,2.033909,0.903677,14.878067,85.054652,10.347774,4.597573,1437,5082
station,2035,v0,Tusinge,Tusinge,VD,1,32.576325,22.105714,16.893686,3.150956,2.061073,29.832064,76.422256,14.254035,9.323709,1099,2198
station,2035,v0,Twann,Twann,BE,1,528.682688,22.044284,17.428916,1.290528,3.324841,15.063639,79.063198,5.85425,15.082552,1530,5316
municipality,2035,v0,756,Twann-Tüscherz,BE,2,599.610077,22.026702,17.362105,1.261605,3.402993,14.934984,78.822987,5.727615,15.449397,3025,10589
station,2035,v0,Tägerschen,Tägerschen,TG,1,84.964304,36.897532,29.089556,2.821516,4.986461,14.534449,78.838757,7.646895,13.514348,1368,5938
station,2035,v0,Tägertschi,Tägertschi,BE,1,91.221434,28.539409,21.703443,2.248319,4.587647,15.076677,76.047275,7.877945,16.074779,1426,5365
station,2035,v0,Tägerwilen Dorf,Tägerwilen Dorf,TG,1,188.811634,20.822442,16.432508,2.237642,2.152291,15.077159,78.917295,10.746302,10.336403,1329,4720
municipality,2035,v0,4696,Tägerwilen,TG,2,565.849359,27.156279,21.426145,3.285896,2.444238,14.804875,78.899413,12.099949,9.000638,2788,9872
station,2035,v0,Tägerwilen-Gottlieben,Tägerwilen-Gottlieben,TG,1,377.037724,30.328116,23.926841,3.810837,2.590439,14.668522,78.893264,12.565359,8.541377,1459,5152
station,2035,v0,Täsch,Täsch,VS,1,3818.207834,8.403461,8.113424,0.196891,0.093146,14.935746,96.548606,2.34297,1.108424,1449,5076
municipality,2035,v0,6295,Täsch,VS,1,3818.207834,8.403461,8.113424,0.196891,0.093146,14.935746,96.548606,2.34297,1.108424,1449,5076
station,2035,v0,Täuffelen,Täuffelen,BE,1,110.87185,27.723641,20.923498,2.846974,3.953168,14.356252,75.471684,10.269121,14.259196,1469,5425
station,2035,v0,Tüscherz,Tüscherz,BE,1,70.927389,21.895648,16.864103,1.046018,3.985527,13.976007,77.020339,4.777289,18.202372,1495,5273
station,2035,v0,Uerikon,Uerikon,ZH,1,1028.330468,29.9207,21.771138,3.803191,4.346371,14.61942,72.762795,12.710903,14.526302,1510,5502
station,2035,v0,Uetendorf,Uetendorf,BE,1,616.349428,32.62999,26.665651,2.492869,3.47147,14.94703,81.721296,7.639809,10.638895,1536,6275
municipality,2035,v0,944,Uetendorf,BE,2,847.321481,31.562496,25.603001,2.319627,3.639869,14.805714,81.118429,7.349313,11.532258,3008,11483
station,2035,v0,Uetendorf Allmend,Uetendorf Allmend,BE,1,230.972052,28.713886,22.767318,1.857329,4.08924,14.428611,79.29027,6.468399,14.241331,1472,5208
station,2035,v0,Uetikon,Uetikon,ZH,1,2652.78323,26.295129,20.030804,2.804104,3.460222,8.628487,76.176859,10.663966,13.159175,1527,6620
municipality,2035,v0,159,Uetikon am See,ZH,1,2652.78323,26.295129,20.030804,2.804104,3.460222,8.628487,76.176859,10.663966,13.159175,1527,6620
station,2035,v0,Uetliberg,Uetliberg,ZH,1,585.958418,39.001292,28.648214,4.674353,5.678725,14.706288,73.454526,11.985123,14.560352,1413,5088
municipality,2035,v0,13,Stallikon,ZH,1,585.958418,39.001292,28.648214,4.674353,5.678725,14.706288,73.454526,11.985123,14.560352,1413,5088
station,2035,v0,Uitikon Waldegg,Uitikon Waldegg,ZH,1,368.208053,29.553338,21.06078,2.827222,5.665336,14.829174,71.263625,9.566507,19.169868,1372,4970
station,2035,v0,Ulrichen,Ulrichen,VS,1,168.287876,22.61672,19.964497,2.427959,0.224264,29.076367,88.273175,10.73524,0.991584,961,2136
station,2035,v0,Unterentfelden Oberdorf,Unterentfelden Oberdorf,AG,1,679.002998,27.809788,21.035742,2.685323,4.088724,9.670929,75.641503,9.656035,14.702462,1507,6089
municipality,2035,v0,4013,Unterentfelden,AG,2,1377.409304,27.408362,20.657481,2.610875,4.140006,9.755927,75.369267,9.525833,15.1049,3015,12178
station,2035,v0,Unterentfelden Post,Unterentfelden Post,AG,1,698.406306,27.018088,20.28973,2.538495,4.189863,9.838564,75.096839,9.395539,15.507622,1508,6089
station,2035,v0,Unterkulm,Unterkulm,AG,1,749.269757,33.040148,24.500219,3.758738,4.781192,9.430874,74.152872,11.376274,14.470854,1531,6277
municipality,2035,v0,4146,Unterkulm,AG,2,1393.504391,32.124841,23.576291,3.713685,4.834866,9.464297,73.389596,11.560165,15.050239,3059,12550
station,2035,v0,Unterkulm Nord,Unterkulm Nord,AG,1,644.234634,31.060304,22.501728,3.661286,4.897291,9.503169,72.44529,11.78767,15.76704,1528,6273
station,2035,v0,Unterterzen,Unterterzen,SG,1,704.185855,34.897626,29.676557,2.628413,2.592656,15.23561,85.0389,7.531783,7.429318,1495,5245
station,2035,v0,Untervaz-Trimmis,Untervaz-Trimmis,GR,1,506.576817,16.876774,14.275519,1.246721,1.354534,13.485284,84.586776,7.387202,8.026022,1415,5135
municipality,2035,v0,3945,Trimmis,GR,1,506.576817,16.876774,14.275519,1.246721,1.354534,13.485284,84.586776,7.387202,8.026022,1415,5135
station,2035,v0,Unterzollikofen,Unterzollikofen,BE,1,1459.164045,21.256435,16.321015,1.587,3.34842,8.228389,76.781525,7.465973,15.752502,1551,6112
station,2035,v0,Urdorf,Urdorf,ZH,1,1156.707197,22.853966,17.30703,2.335843,3.211094,8.37789,75.728781,10.220732,14.050487,1506,6434
station,2035,v0,Urdorf Weihermatt,Urdorf Weihermatt,ZH,1,996.89516,24.460495,18.727878,2.716545,3.016072,8.641307,76.563771,11.105847,12.330381,1504,6430
municipality,2035,v0,250,Urdorf,ZH,1,996.89516,24.460495,18.727878,2.716545,3.016072,8.641307,76.563771,11.105847,12.330381,1504,6430
station,2035,v0,Urnäsch,Urnäsch,AR,1,121.029344,35.379281,27.927601,2.791488,4.660192,14.94994,78.93773,7.890177,13.172093,1268,4583
municipality,2035,v0,3006,Urnäsch,AR,2,249.508992,35.093559,27.677619,2.693922,4.722017,14.955669,78.86809,7.6764,13.45551,2540,9178
station,2035,v0,Urtenen,Urtenen,BE,1,1136.095165,21.330883,16.308357,1.814807,3.20772,8.287052,76.454201,8.507884,15.037915,1535,6616
station,2035,v0,Uster,Uster,ZH,1,12028.02985,22.696202,18.098581,2.09201,2.505611,7.092732,79.742771,9.217446,11.039783,1568,6913
station,2035,v0,Uttigen,Uttigen,BE,1,442.250261,28.369215,21.177957,2.273481,4.917777,13.425432,74.651191,8.013903,17.334907,1534,5922
municipality,2035,v0,885,Uttigen,BE,1,442.250261,28.369215,21.177957,2.273481,4.917777,13.425432,74.651191,8.013903,17.334907,1534,5922
station,2035,v0,Uttwil,Uttwil,TG,1,242.228706,29.621382,23.274535,3.687309,2.659537,14.946175,78.573428,12.448134,8.978438,1414,5002
municipality,2035,v0,4451,Uttwil,TG,1,242.228706,29.621382,23.274535,3.687309,2.659537,14.946175,78.573428,12.448134,8.978438,1414,5002
station,2035,v0,Utzenstorf,Utzenstorf,BE,1,445.750473,37.389412,29.526508,3.874856,3.988048,14.891804,78.970239,10.363512,10.66625,1544,5634
municipality,2035,v0,552,Utzenstorf,BE,1,445.750473,37.389412,29.526508,3.874856,3.988048,14.891804,78.970239,10.363512,10.66625,1544,5634
station,2035,v0,Uznach,Uznach,SG,1,2692.959829,31.358582,25.609234,2.669751,3.079597,14.640006,81.66579,8.513623,9.820587,1456,5410
municipality,2035,v0,3339,Uznach,SG,1,2692.959829,31.358582,25.609234,2.669751,3.079597,14.640006,81.66579,8.513623,9.820587,1456,5410
station,2035,v0,Uzwil,Uzwil,SG,1,3343.953944,34.459857,28.639285,2.333946,3.486626,10.795303,83.109123,6.772941,10.117936,1537,5961
municipality,2035,v0,3408,Uzwil,SG,1,3343.953944,34.459857,28.639285,2.333946,3.486626,10.795303,83.109123,6.772941,10.117936,1537,5961
station,2035,v0,Val-d'Illiez,Val-d'Illiez,VS,1,24.505549,18.297487,13.602493,2.850074,1.84492,29.717085,74.340771,15.576314,10.082915,727,1454
station,2035,v0,Valendas-Sagogn,Valendas-Sagogn,GR,1,92.933285,24.36089,23.062351,0.457645,0.840895,29.03735,94.669572,1.878606,3.451822,730,1480
municipality,2035,v0,3672,Safiental,GR,2,250.531831,25.805539,23.594205,1.125184,1.08615,29.222152,91.430776,4.360242,4.208981,1529,3126
station,2035,v0,Vallorbe,Vallorbe,VD,1,710.023347,39.642656,33.495813,4.88677,1.260073,14.781041,84.494371,12.327051,3.178578,1362,4795
station,2035,v0,Valmont,Valmont,VD,1,26.803627,28.120233,22.016964,2.308709,3.794559,28.995953,78.295812,8.210133,13.494054,1185,2370
station,2035,v0,Vaulruz-Sud,Vaulruz-Sud,FR,1,154.955849,27.19033,19.700778,3.792272,3.697281,15.262511,72.455088,13.947134,13.597778,1359,4962
municipality,2035,v0,2155,Vaulruz,FR,1,154.955849,27.19033,19.700778,3.792272,3.697281,15.262511,72.455088,13.947134,13.597778,1359,4962
station,2035,v0,Vechigen,Vechigen,BE,1,895.179207,15.728135,13.003026,1.326841,1.398268,16.531059,82.673673,8.436096,8.890231,1509,5103
station,2035,v0,Vendlincourt,Vendlincourt,JU,1,61.326406,21.167515,17.635865,1.739976,1.791674,15.046437,83.315708,8.220029,8.464263,1405,4887
municipality,2035,v0,6806,Vendlincourt,JU,1,61.326406,21.167515,17.635865,1.739976,1.791674,15.046437,83.315708,8.220029,8.464263,1405,4887
station,2035,v0,Vernayaz,Vernayaz,VS,1,245.648967,26.310364,21.145315,2.275504,2.889545,15.239931,80.368768,8.648697,10.982535,1375,4509
municipality,2035,v0,6219,Vernayaz,VS,1,245.648967,26.310364,21.145315,2.275504,2.889545,15.239931,80.368768,8.648697,10.982535,1375,4509
station,2035,v0,Vernayaz MC,Vernayaz MC,VS,1,50.283075,23.447736,18.430104,1.232193,3.785439,28.589974,78.600784,5.255061,16.144155,1257,2514
station,2035,v0,Vernier,Vernier,GE,1,735.686413,12.053058,9.6248,0.500047,1.928211,7.521097,79.853596,4.148711,15.997693,1289,4906
municipality,2035,v0,6643,Vernier,GE,1,735.686413,12.053058,9.6248,0.500047,1.928211,7.521097,79.853596,4.148711,15.997693,1289,4906
station,2035,v0,Vers-l'Eglise,Vers-l'Eglise,VD,1,9.287825,32.582811,26.308833,4.241767,2.032211,29.290798,80.744516,13.018419,6.237065,809,1618
station,2035,v0,Versam-Safien,Versam-Safien,GR,1,157.598546,26.657425,23.90783,1.518821,1.230774,29.331127,89.685446,5.697553,4.617001,799,1646
station,2035,v0,Verschiez,Verschiez,VD,1,78.927198,30.287852,23.243332,2.143871,4.900648,28.953988,76.741434,7.078321,16.180244,1123,2246
station,2035,v0,Verscio,Verscio,TI,1,59.971898,13.197515,10.184148,0.27668,2.736687,29.114272,77.167164,2.096453,20.736382,243,483
station,2035,v0,Versmont,Versmont,VD,1,19.459251,31.3428,26.392674,2.00785,2.942275,29.687361,84.206498,6.406098,9.387404,901,1802
station,2035,v0,Versoix,Versoix,GE,1,2582.736318,23.749164,18.314416,3.444393,1.990355,6.372564,77.116047,14.503216,8.380737,1457,5499
station,2035,v0,Vevey,Vevey,VD,1,13501.354601,25.116895,21.668102,2.017233,1.431561,9.176293,86.269029,8.031379,5.699592,1551,5842
municipality,2035,v0,5890,Vevey,VD,2,13597.356599,25.074118,21.610789,2.013947,1.449382,9.221096,86.187633,8.031975,5.780392,2858,10407
station,2035,v0,Vevey Vignerons,Vevey Vignerons,VD,1,96.001998,19.058048,13.550486,1.551791,3.955771,15.522127,71.101122,8.142446,20.756433,1307,4565
station,2035,v0,Veytaux-Chillon,Veytaux-Chillon,VD,1,176.401279,21.057307,15.726734,2.62953,2.701044,27.124834,74.685397,12.487494,12.82711,1298,2626
station,2035,v0,Villars-Bozon,Villars-Bozon,VD,1,16.600607,18.693221,14.348308,1.834376,2.510537,29.773839,76.756745,9.813055,13.4302,1166,2332
station,2035,v0,Villars-sous-Mont,Villars-sous-Mont,FR,1,24.987982,22.597242,17.841075,1.914139,2.842028,28.787863,78.952443,8.470675,12.576882,1230,2636
station,2035,v0,Villars-sur-Glâne,Villars-sur-Glâne,FR,1,169.934571,25.263967,20.240364,1.953877,3.069727,10.848219,80.11554,7.733848,12.150612,1503,5791
municipality,2035,v0,2228,Villars-sur-Glâne,FR,1,169.934571,25.263967,20.240364,1.953877,3.069727,10.848219,80.11554,7.733848,12.150612,1503,5791
station,2035,v0,Villars-sur-Ollon,Villars-sur-Ollon,VD,1,107.252728,17.999933,15.736785,1.510399,0.752749,21.848406,87.426906,8.391138,4.181955,785,1580
station,2035,v0,Villars-sur-Ollon Golf,Villars-sur-Ollon Golf,VD,1,58.822794,13.003425,11.520537,0.552462,0.930426,16.034814,88.59617,4.248589,7.155241,434,878
station,2035,v0,Villaz-St-Pierre,Villaz-St-Pierre,FR,1,337.29892,30.843913,25.451155,1.947613,3.445146,13.267656,82.515973,6.314415,11.169612,1494,5485
municipality,2035,v0,2117,Villaz,FR,1,337.29892,30.843913,25.451155,1.947613,3.445146,13.267656,82.515973,6.314415,11.169612,1494,5485
station,2035,v0,Villeneuve VD,Villeneuve VD,VD,1,2388.176082,23.128462,18.719147,2.35109,2.058225,11.608019,80.935547,10.165352,8.899101,1519,5697
municipality,2035,v0,5414,Villeneuve (VD),VD,1,2388.176082,23.128462,18.719147,2.35109,2.058225,11.608019,80.935547,10.165352,8.899101,1519,5697
station,2035,v0,Villeret,Villeret,BE,1,62.113627,26.59445,21.901057,2.940561,1.752832,29.173865,82.351983,11.057048,6.590969,1395,2841
municipality,2035,v0,448,Villeret,BE,1,62.113627,26.59445,21.901057,2.940561,1.752832,29.173865,82.351983,11.057048,6.590969,1395,2841
station,2035,v0,Villy,Villy,VD,1,119.480762,27.767205,21.592697,2.529449,3.645059,15.744153,77.763306,9.109484,13.12721,1128,3787
