level,year,version,code,name,canton,originCount,totalWeight,avgTotalMin,avgRollingMin,avgDwellMin,avgTransferMin,avgWaitingMin,rollingPct,dwellPct,transferPct,cellsWithDemand,pathsWithDemand
municipality,2026,v0,121,Wetzikon (ZH),ZH,2,10748.630449,28.00981,22.221637,2.474973,3.3132,9.911103,79.335195,8.836094,11.828711,3137,11596
station,2026,v0,Kemptthal,Kemptthal,ZH,1,423.782257,27.761758,20.630005,1.889058,5.242696,11.905262,74.310872,6.804531,18.884597,1462,5255
municipality,2026,v0,176,Lindau,ZH,1,423.782257,27.761758,20.630005,1.889058,5.242696,11.905262,74.310872,6.804531,18.884597,1462,5255
station,2026,v0,Kerzers,Kerzers,FR,1,1423.452315,29.515829,24.260272,2.019108,3.236448,12.803804,82.194109,6.840765,10.965127,1551,5598
municipality,2026,v0,2265,Kerzers,FR,2,1509.355813,29.683644,24.24601,2.050581,3.387053,13.447516,81.68138,6.908116,11.410504,3019,9607
station,2026,v0,Kerzers Papiliorama,Kerzers Papiliorama,FR,1,85.903498,32.464408,24.00968,2.572087,5.882641,24.11406,73.956931,7.92279,18.120279,1468,4009
station,2026,v0,Kesswil,Kesswil,TG,1,116.304174,30.998667,25.60009,3.049552,2.349025,14.813032,82.584487,9.837689,7.577825,1320,4239
municipality,2026,v0,4426,Kesswil,TG,1,116.304174,30.998667,25.60009,3.049552,2.349025,14.813032,82.584487,9.837689,7.577825,1320,4239
station,2026,v0,Kiesen,Kiesen,BE,1,336.550269,25.457657,19.964356,2.379809,3.113492,14.883223,78.421812,9.348108,12.23008,1507,5556
municipality,2026,v0,611,Kiesen,BE,1,336.550269,25.457657,19.964356,2.379809,3.113492,14.883223,78.421812,9.348108,12.23008,1507,5556
station,2026,v0,Kilchberg ZH,Kilchberg ZH,ZH,1,2169.392487,21.563291,16.871885,2.053072,2.638333,9.045642,78.243555,9.521146,12.2353,1559,5926
municipality,2026,v0,135,Kilchberg (ZH),ZH,1,2169.392487,21.563291,16.871885,2.053072,2.638333,9.045642,78.243555,9.521146,12.2353,1559,5926
station,2026,v0,Killwangen-Spreitenbach,Killwangen-Spreitenbach,AG,1,2554.140044,26.314791,21.088724,2.687686,2.538381,10.49371,80.140193,10.213593,9.646215,1570,5854
municipality,2026,v0,4030,Killwangen,AG,1,2554.140044,26.314791,21.088724,2.687686,2.538381,10.49371,80.140193,10.213593,9.646215,1570,5854
station,2026,v0,Kirchberg-Alchenflüh,Kirchberg-Alchenflüh,BE,1,411.889723,30.891582,22.851173,3.449512,4.590897,15.141587,73.97217,11.166511,14.861319,1509,5492
municipality,2026,v0,420,Rüdtligen-Alchenflüh,BE,1,411.889723,30.891582,22.851173,3.449512,4.590897,15.141587,73.97217,11.166511,14.861319,1509,5492
station,2026,v0,Kleindietwil,Kleindietwil,BE,1,85.387868,41.715937,33.122173,4.25642,4.337343,15.205657,79.399327,10.203344,10.397329,1459,4919
municipality,2026,v0,332,Madiswil,BE,3,361.142242,41.124142,32.568496,3.772899,4.782748,15.37441,79.195563,9.174413,11.630024,4330,14607
station,2026,v0,Kleine Scheidegg,Kleine Scheidegg,BE,1,689.445412,33.296893,29.191584,2.380549,1.72476,14.898338,87.670594,7.149464,5.179942,1485,4965
station,2026,v0,Klingnau,Klingnau,AG,1,358.511029,28.440038,22.448789,1.818625,4.172624,15.277009,78.933751,6.394595,14.671655,1442,4551
municipality,2026,v0,4309,Klingnau,AG,1,358.511029,28.440038,22.448789,1.818625,4.172624,15.277009,78.933751,6.394595,14.671655,1442,4551
station,2026,v0,Klosters Dorf,Klosters Dorf,GR,1,276.278441,29.823268,25.95186,2.889713,0.981696,29.142133,87.018832,9.689457,3.291711,1282,2567
station,2026,v0,Klosters Platz,Klosters Platz,GR,1,1508.089935,37.284076,33.347899,2.682583,1.253594,18.627161,89.442739,7.194983,3.362278,1450,5011
station,2026,v0,Kloten,Kloten,ZH,1,2724.299275,26.618515,19.115325,2.628278,4.874911,11.578046,71.812141,9.873873,18.313987,1531,5477
municipality,2026,v0,62,Kloten,ZH,3,28717.938576,21.960299,17.686503,1.517968,2.755828,6.885707,80.538534,6.912329,12.549137,4574,17023
station,2026,v0,Kloten Balsberg,Kloten Balsberg,ZH,1,655.851757,24.222777,17.767977,1.993329,4.461471,12.827462,73.352352,8.229152,18.418497,1459,5315
station,2026,v0,Klus,Klus,SO,1,40.269583,28.670944,21.728279,1.369718,5.572947,18.649872,75.785014,4.777375,19.437611,1225,3146
station,2026,v0,Knonau,Knonau,ZH,1,706.285106,33.543261,27.841263,2.77448,2.927518,14.922219,83.001063,8.271348,8.727589,1503,5133
municipality,2026,v0,7,Knonau,ZH,1,706.285106,33.543261,27.841263,2.77448,2.927518,14.922219,83.001063,8.271348,8.727589,1503,5133
station,2026,v0,Koblenz,Koblenz,AG,1,1603.247013,30.656491,24.477163,2.095561,4.083767,15.332879,79.84333,6.835618,13.321052,1496,4766
municipality,2026,v0,4310,Koblenz,AG,2,1830.497301,30.608637,24.334059,2.196205,4.078373,15.26984,79.500628,7.175115,13.324257,2898,9302
station,2026,v0,Koblenz Dorf,Koblenz Dorf,AG,1,227.250287,30.271026,23.324456,2.906249,4.040322,14.825098,77.052081,9.600762,13.347158,1402,4536
station,2026,v0,Kollbrunn,Kollbrunn,ZH,1,857.598258,28.687582,22.431951,2.561517,3.694114,14.569669,78.193941,8.929009,12.877049,1521,5377
municipality,2026,v0,231,Zell (ZH),ZH,3,1659.694379,29.629193,23.347648,2.765726,3.515819,14.633927,78.799472,9.334464,11.866064,4498,15875
station,2026,v0,Konolfingen,Konolfingen,BE,1,3038.581118,28.254845,23.869263,1.831088,2.554494,12.992229,84.478478,6.480615,9.040906,1570,5191
municipality,2026,v0,612,Konolfingen,BE,2,3134.018177,28.249673,23.794596,1.837504,2.617573,13.056768,84.229633,6.504514,9.265854,3040,9150
station,2026,v0,Konstanz,Konstanz,BW,1,3444.691108,28.494566,23.255494,2.666255,2.572817,12.199284,81.613786,9.357065,9.029149,1531,5096
station,2026,v0,Kradolf,Kradolf,TG,1,278.085203,30.921981,25.543038,2.288494,3.090449,14.897053,82.604792,7.400866,9.994342,1380,4288
municipality,2026,v0,4501,Kradolf-Schönenberg,TG,1,278.085203,30.921981,25.543038,2.288494,3.090449,14.897053,82.604792,7.400866,9.994342,1380,4288
station,2026,v0,Kreuzlingen,Kreuzlingen,TG,1,2944.448697,24.899858,21.209602,2.445157,1.245099,11.45539,85.179608,9.819965,5.000426,1523,5202
municipality,2026,v0,4671,Kreuzlingen,TG,4,4395.530563,25.848433,21.919961,2.496346,1.432126,12.542081,84.801893,9.65763,5.540477,5664,19287
station,2026,v0,Kreuzlingen Bernrain,Kreuzlingen Bernrain,TG,1,207.344249,22.32238,17.821975,1.986192,2.514213,14.590757,79.839046,8.89776,11.263194,1305,4264
station,2026,v0,Kreuzlingen Hafen,Kreuzlingen Hafen,TG,1,985.871762,27.483432,23.294552,2.570799,1.618081,14.772392,84.758528,9.353994,5.887478,1456,5029
station,2026,v0,Kriens Mattenhof,Kriens Mattenhof,LU,1,1919.820396,14.915867,12.048937,1.008524,1.858406,9.911532,80.779325,6.761418,12.459257,1448,4325
municipality,2026,v0,1059,Kriens,LU,1,1919.820396,14.915867,12.048937,1.008524,1.858406,9.911532,80.779325,6.761418,12.459257,1448,4325
station,2026,v0,Krummenau,Krummenau,SG,1,65.614776,29.266602,22.804894,2.627343,3.834364,28.992548,77.921224,8.977275,13.101501,995,1985
municipality,2026,v0,3360,Nesslau,SG,2,499.589277,39.214398,30.394566,4.0739,4.745933,28.736934,77.508689,10.388785,12.102526,2195,4380
station,2026,v0,Kräbel,Kräbel,SZ,1,105.910719,34.517184,27.767546,0.965548,5.784089,28.978341,80.445573,2.797298,16.757129,956,1907
station,2026,v0,Kurzrickenbach Seepark,Kurzrickenbach Seepark,TG,1,257.865855,33.264065,28.070983,3.206401,1.986681,14.77627,84.388312,9.639235,5.972453,1380,4792
station,2026,v0,Kölliken,Kölliken,AG,1,389.091137,35.327453,26.00152,3.05997,6.265963,14.583556,73.601456,8.661734,17.73681,1502,5229
municipality,2026,v0,4276,Kölliken,AG,2,500.25983,35.224686,25.987671,3.030938,6.206077,14.614699,73.776872,8.604584,17.618544,2953,10346
station,2026,v0,Kölliken Oberdorf,Kölliken Oberdorf,AG,1,111.168694,34.865,25.939202,2.929324,5.996474,14.723699,74.398974,8.401904,17.199121,1451,5117
station,2026,v0,Köniz,Köniz,BE,1,803.577031,25.496863,18.921007,1.259242,5.316614,14.909517,74.209156,4.938811,20.852033,1542,5247
station,2026,v0,Küblis,Küblis,GR,1,577.630251,33.899011,29.828112,2.17847,1.892429,16.569341,87.991099,6.426353,5.582548,1424,4937
municipality,2026,v0,3882,Küblis,GR,1,577.630251,33.899011,29.828112,2.17847,1.892429,16.569341,87.991099,6.426353,5.582548,1424,4937
station,2026,v0,Küngoldingen,Küngoldingen,AG,1,101.062165,31.865345,23.067787,1.995062,6.802495,13.680281,72.391457,6.260916,21.347628,1481,5597
municipality,2026,v0,4280,Oftringen,AG,2,156.646195,32.568493,23.652352,2.212325,6.703816,13.761776,72.623416,6.792837,20.583748,2923,11104
station,2026,v0,Küsnacht Goldbach,Küsnacht Goldbach,ZH,1,807.19789,27.233436,19.849392,2.390605,4.993439,9.437528,72.88611,8.778197,18.335693,1501,5741
station,2026,v0,Küsnacht ZH,Küsnacht ZH,ZH,1,2926.083765,28.03988,20.440794,2.594448,5.004637,9.591362,72.899007,9.252709,17.848284,1555,5861
station,2026,v0,Küssnacht am Rigi,Küssnacht am Rigi,SZ,1,1458.505597,31.998076,26.890572,1.738152,3.369352,14.396108,84.038091,5.432052,10.529857,1488,4730
station,2026,v0,L'Asse,L'Asse,VD,1,218.030166,17.684659,13.077786,1.152266,3.454607,14.77793,73.949891,6.515624,19.534484,1062,3568
municipality,2026,v0,5724,Nyon,VD,4,9760.158112,21.201655,18.316116,1.459416,1.426123,10.082157,86.390029,6.883502,6.726469,4826,16558
station,2026,v0,L'Isle,L'Isle,VD,1,16.043296,17.439802,13.259152,1.895297,2.285353,29.890108,76.028113,10.867653,13.104234,622,1244
municipality,2026,v0,5486,L'Isle,VD,2,32.669778,16.951558,12.959898,1.739107,2.252552,29.827396,76.452551,10.259277,13.288172,1240,2480
station,2026,v0,La Chaudanne-Les Moulins,La Chaudanne-Les Moulins,VD,1,24.993837,25.784651,21.501904,3.630479,0.652268,29.255212,83.390324,14.080001,2.529675,655,1465
municipality,2026,v0,5842,Rossinière,VD,3,162.717276,28.15131,23.588166,3.795264,0.76788,29.227748,83.790651,13.48166,2.727689,2289,5041
station,2026,v0,La Chaux-d'Abel,La Chaux-d'Abel,BE,1,23.598316,30.44302,25.466149,2.680663,2.296207,28.933508,83.65185,8.805509,7.54264,1001,2144
municipality,2026,v0,435,La Ferrière,BE,2,47.387606,29.621919,24.819358,2.517968,2.284593,28.973043,83.787138,8.500355,7.712507,2006,4296
station,2026,v0,La Chaux-de-Fonds,La Chaux-de-Fonds,NE,1,4579.560504,30.481797,25.929233,2.727604,1.82496,16.839291,85.064648,8.948303,5.98705,1511,4989
municipality,2026,v0,6421,La Chaux-de-Fonds,NE,7,5286.117938,28.717899,24.378699,2.549281,1.789919,17.241785,84.890258,8.876977,6.232765,8643,22994
station,2026,v0,La Chaux-de-Fonds Les Forges,La Chaux-de-Fonds Les Forges,NE,1,265.289421,15.377626,12.74405,1.262383,1.371193,15.90542,82.873973,8.209219,8.916808,1381,4480
station,2026,v0,La Chaux-de-Fonds-Est,La Chaux-de-Fonds-Est,NE,1,70.966445,18.827214,15.847596,1.120123,1.859495,29.465398,84.173878,5.949486,9.876636,1124,2402
station,2026,v0,La Chaux-de-Fonds-Grenier,La Chaux-de-Fonds-Grenier,NE,1,36.94896,11.650797,9.174233,0.83785,1.638714,29.660292,78.743395,7.191353,14.065252,1053,2106
station,2026,v0,La Chaux-des-Breuleux,La Chaux-des-Breuleux,JU,1,11.586257,44.985828,35.451207,5.871685,3.662936,27.524739,78.805279,13.0523,8.142421,1057,2715
municipality,2026,v0,6743,Les Breuleux,JU,3,50.550952,45.294582,35.808416,5.730642,3.755524,27.597163,79.056732,12.651937,8.291331,3345,8539
station,2026,v0,La Chiésaz,La Chiésaz,VD,1,346.946596,24.29191,18.248801,2.544596,3.498513,16.090876,75.122956,10.475075,14.401969,1431,3581
station,2026,v0,La Chèvrerie-Monterêt,La Chèvrerie-Monterêt,VD,1,178.196331,30.554487,24.850193,2.991692,2.712602,15.472873,81.330749,9.791333,8.877918,1048,3516
station,2026,v0,La Cibourg,La Cibourg,NE,1,63.924949,26.895273,22.702183,1.922749,2.270341,29.146812,84.409563,7.149022,8.441414,1140,2441
station,2026,v0,La Clairière,La Clairière,VD,1,20.576056,25.653267,21.511886,2.018435,2.122946,29.412545,83.85632,7.868142,8.275539,750,1500
station,2026,v0,La Combe,La Combe,JU,1,17.876349,43.536361,33.992327,5.884414,3.65962,28.537417,78.078017,13.51609,8.405892,1149,2640
municipality,2026,v0,6751,Montfaucon,JU,2,36.016983,43.01143,33.42566,6.094129,3.491641,28.318205,77.713437,14.168626,8.117937,2281,5246
station,2026,v0,La Conversion,La Conversion,VD,1,488.983317,19.277565,15.730067,0.928455,2.619043,14.710888,81.597788,4.816246,13.585966,1475,5126
station,2026,v0,La Corbatière,La Corbatière,NE,1,13.491171,17.338293,13.087109,2.42348,1.827704,29.561083,75.480954,13.977618,10.541428,932,1864
municipality,2026,v0,6423,La Sagne,NE,5,53.949902,25.857749,20.537893,3.478884,1.840972,29.46561,79.426453,13.453932,7.119615,4493,8986
station,2026,v0,La Cour,La Cour,VS,1,27.260549,17.467287,13.234109,2.887941,1.345237,29.696386,75.76511,16.533428,7.701463,717,1434
station,2026,v0,La Cure,La Cure,VD,1,19.145382,42.689107,34.548636,5.674465,2.466005,29.722632,80.930802,13.292538,5.776661,761,1522
municipality,2026,v0,5727,Saint-Cergue,VD,5,192.747942,33.603023,27.148717,4.00012,2.454186,22.215494,80.792485,11.904048,7.303467,3954,9189
station,2026,v0,La Douay,La Douay,VS,1,27.220841,37.907057,31.013774,2.748402,4.14488,29.657955,81.815306,7.250371,10.934323,1059,2117
municipality,2026,v0,6034,Orsières,VS,2,54.942521,40.130784,32.707536,3.240556,4.182693,29.636625,81.502359,8.074988,10.422653,2142,4282
station,2026,v0,La Faverge,La Faverge,VD,1,13.617649,31.622856,25.128832,4.429354,2.064671,29.297511,79.464144,14.006811,6.529045,951,1902
municipality,2026,v0,5411,Ormont-Dessus,VD,8,89.610058,30.745492,24.61153,4.035088,2.098874,29.296599,80.049231,13.124161,6.826608,7290,14580
station,2026,v0,La Ferrière,La Ferrière,BE,1,23.789291,28.80741,24.17776,2.35658,2.273071,29.01226,83.928959,8.180464,7.890577,1005,2152
station,2026,v0,La Givrine,La Givrine,VD,1,22.628665,37.078961,29.517028,5.237512,2.324421,29.804115,79.605865,14.125294,6.268841,748,1495
station,2026,v0,La Gottaz,La Gottaz,VD,1,237.210776,22.975347,16.290502,1.388415,5.29643,14.911242,70.90427,6.043064,23.052666,1246,4237
municipality,2026,v0,5642,Morges,VD,4,8355.199273,21.974472,19.102851,1.377534,1.494086,9.724929,86.932015,6.268793,6.799192,5473,18537
station,2026,v0,La Heutte,La Heutte,BE,1,65.295023,26.996861,20.625913,2.551823,3.819125,26.005669,76.401154,9.452295,14.146551,1196,4080
municipality,2026,v0,450,Péry-La Heutte,BE,2,281.27422,26.286748,20.765727,2.16313,3.357891,27.991956,78.99694,8.228977,12.774083,2503,8503
station,2026,v0,La Large-Journée,La Large-Journée,JU,1,32.909066,32.283803,26.942967,3.010689,2.330147,28.870677,83.456609,9.325695,7.217696,1047,2246
municipality,2026,v0,6742,Les Bois,JU,3,96.586372,33.460767,27.671127,3.401586,2.388053,28.832854,82.69723,10.165895,7.136876,3128,6715
station,2026,v0,La Médettaz,La Médettaz,VS,1,46.860935,33.946206,28.894221,3.009698,2.042288,29.488091,85.117674,8.866079,6.016247,1018,2035
municipality,2026,v0,6218,Salvan,VS,4,188.652207,33.722934,28.951012,2.674908,2.097014,29.510058,85.849624,7.932015,6.218361,4091,8178
station,2026,v0,La Neuveville,La Neuveville,BE,1,703.210737,26.197983,21.149364,2.110406,2.938213,28.706053,80.728977,8.055606,11.215417,1514,3523
municipality,2026,v0,723,La Neuveville,BE,1,703.210737,26.197983,21.149364,2.110406,2.938213,28.706053,80.728977,8.055606,11.215417,1514,3523
station,2026,v0,La Perche,La Perche,VD,1,24.992494,21.619413,18.859622,1.813262,0.94653,29.037598,87.23466,8.387192,4.378148,660,1320
station,2026,v0,La Plaine,La Plaine,GE,1,856.450248,19.931687,17.268323,1.61328,1.050085,14.908884,86.637536,8.094046,5.268418,1301,4431
municipality,2026,v0,6620,Dardagny,GE,1,856.450248,19.931687,17.268323,1.61328,1.050085,14.908884,86.637536,8.094046,5.268418,1301,4431
station,2026,v0,La Presta Mines d'asphalte,La Presta Mines d'asphalte,NE,1,61.035385,19.960054,16.206848,2.419818,1.333388,29.539191,81.196413,12.123303,6.680284,1422,2838
station,2026,v0,La Punt Chamues-ch,La Punt Chamues-ch,GR,1,95.43929,23.467308,18.643824,2.671452,2.152032,27.457488,79.445943,11.383716,9.170341,876,3133
municipality,2026,v0,3785,La Punt Chamues-ch,GR,1,95.43929,23.467308,18.643824,2.671452,2.152032,27.457488,79.445943,11.383716,9.170341,876,3133
station,2026,v0,La Roulaz,La Roulaz,VD,1,62.791933,30.920343,24.986512,1.870392,4.063438,28.614006,80.809299,6.049068,13.141633,1197,2393
municipality,2026,v0,5407,Leysin,VD,6,234.871677,33.305339,27.416642,2.120146,3.76855,29.081796,82.319061,6.365784,11.315154,6619,13234
station,2026,v0,La Ruaz,La Ruaz,VD,1,34.293459,25.621087,19.954401,1.736069,3.930617,28.743875,77.882726,6.775938,15.341336,959,1918
station,2026,v0,La Sagne,La Sagne,NE,1,11.933339,22.104374,16.186119,3.960661,1.957593,29.473688,73.225867,17.917998,8.856135,932,1864
station,2026,v0,La Sagne-Eglise,La Sagne-Eglise,NE,1,12.613857,20.341467,15.211702,3.206002,1.923763,29.49639,74.781735,15.760917,9.457348,933,1866
station,2026,v0,La Sarraz,La Sarraz,VD,1,606.164726,24.529239,21.323379,1.792261,1.413598,15.026351,86.930457,7.306632,5.762912,1438,4859
municipality,2026,v0,5498,La Sarraz,VD,1,606.164726,24.529239,21.323379,1.792261,1.413598,15.026351,86.930457,7.306632,5.762912,1438,4859
station,2026,v0,La Tine,La Tine,VD,1,45.912154,29.616151,25.070282,3.650154,0.895715,29.147396,84.65071,12.324877,3.024414,772,1697
station,2026,v0,La Tour-de-Peilz,La Tour-de-Peilz,VD,1,1414.383317,21.41185,16.083288,1.322459,4.006103,13.354475,75.113958,6.176294,18.709748,1502,5070
station,2026,v0,La Tour-de-Trême,La Tour-de-Trême,FR,1,149.594274,33.167747,26.547069,4.081509,2.53917,15.616297,80.038806,12.305655,7.655539,1526,4942
station,2026,v0,La Tour-de-Trême Ronclina,La Tour-de-Trême Ronclina,FR,1,142.441738,19.076207,14.310527,0.908848,3.856831,17.52963,75.017678,4.764302,20.218019,1493,4936
station,2026,v0,La Verrerie,La Verrerie,FR,1,103.759954,38.023767,28.512689,4.666072,4.845006,15.475451,74.986491,12.271462,12.742047,1442,4956
municipality,2026,v0,2336,Semsales,FR,2,209.955278,38.169434,28.645739,4.535313,4.988382,15.409492,75.048897,11.882054,13.069049,2891,9933
station,2026,v0,La Vuarpillière,La Vuarpillière,VD,1,221.024157,16.983579,12.579659,0.939367,3.464554,14.775569,74.06954,5.531028,20.399432,1062,3568
station,2026,v0,Lachen SZ,Lachen SZ,SZ,1,1759.532019,32.989936,27.23437,3.157253,2.598313,12.400458,82.553571,9.570352,7.876076,1526,5462
municipality,2026,v0,1344,Lachen,SZ,1,1759.532019,32.989936,27.23437,3.157253,2.598313,12.400458,82.553571,9.570352,7.876076,1526,5462
station,2026,v0,Lalden,Lalden,VS,1,24.749158,27.685929,23.799288,1.306833,2.579809,49.371379,85.961671,4.720206,9.318122,1161,2102
municipality,2026,v0,6286,Lalden,VS,1,24.749158,27.685929,23.799288,1.306833,2.579809,49.371379,85.961671,4.720206,9.318122,1161,2102
station,2026,v0,Lally,Lally,VD,1,51.011316,39.281347,31.605735,5.223751,2.451861,29.640824,80.459904,13.2983,6.241796,1220,2439
station,2026,v0,Lamone-Cadempino,Lamone-Cadempino,TI,1,853.302078,16.688547,13.686345,0.662821,2.339381,14.097237,82.010403,3.971714,14.017883,1156,3559
municipality,2026,v0,5189,Lamone,TI,1,853.302078,16.688547,13.686345,0.662821,2.339381,14.097237,82.010403,3.971714,14.017883,1156,3559
station,2026,v0,Lancy-Bachet,Lancy-Bachet,GE,1,4599.616334,14.14106,11.754496,1.556917,0.829647,6.580798,83.123161,11.0099,5.866938,1483,5338
municipality,2026,v0,6628,Lancy,GE,2,8893.756225,13.761545,11.585234,1.304423,0.871888,6.601176,84.185564,9.478754,6.335682,2965,10674
station,2026,v0,Lancy-Pont-Rouge,Lancy-Pont-Rouge,GE,1,4294.139891,13.355032,11.403932,1.033967,0.917133,6.623004,85.390521,7.742156,6.867323,1482,5336
station,2026,v0,Landquart,Landquart,GR,1,8040.871037,26.143657,24.161027,1.066073,0.916557,10.340397,92.4164,4.07775,3.50585,1577,5706
station,2026,v0,Landquart Ried,Landquart Ried,GR,1,185.877279,22.448666,17.725115,1.286189,3.437362,12.312807,78.958433,5.729465,15.312101,1354,4741
station,2026,v0,Landschlacht,Landschlacht,TG,1,131.463985,32.630944,27.372571,3.279345,1.979029,14.634104,83.885315,10.049801,6.064884,1342,4696
municipality,2026,v0,4691,Münsterlingen,TG,3,586.521494,33.513918,28.157447,3.34845,2.008021,14.552735,84.017175,9.991223,5.991603,4092,14264
station,2026,v0,Langendorf,Langendorf,SO,1,120.804342,35.601249,28.05725,1.77286,5.77114,26.939676,78.809734,4.979768,16.210498,1340,3031
municipality,2026,v0,2550,Langendorf,SO,1,120.804342,35.601249,28.05725,1.77286,5.77114,26.939676,78.809734,4.979768,16.210498,1340,3031
station,2026,v0,Langenthal,Langenthal,BE,1,3574.027199,35.094299,28.981696,2.177852,3.934751,14.546276,82.582348,6.205714,11.211938,1582,5857
municipality,2026,v0,329,Langenthal,BE,4,4257.209068,35.087262,28.558573,2.131294,4.397395,14.602399,81.392994,6.074268,12.532739,6144,21274
station,2026,v0,Langenthal Gaswerk,Langenthal Gaswerk,BE,1,436.917623,33.592156,25.062163,1.650791,6.879202,14.63427,74.607189,4.914215,20.478595,1554,5701
station,2026,v0,Langenthal Industrie Nord,Langenthal Industrie Nord,BE,1,105.622838,36.683114,27.394139,2.324481,6.964494,16.145931,74.677791,6.336652,18.985558,1506,4733
station,2026,v0,Langenthal Süd,Langenthal Süd,BE,1,140.641407,38.354629,29.542482,2.295808,6.516339,14.770403,77.024555,5.98574,16.989706,1502,4983
station,2026,v0,Langnau i.E.,Langnau i.E.,BE,1,2318.385952,41.046893,35.021621,3.375392,2.64988,14.55782,85.321002,8.223259,6.455739,1559,5142
municipality,2026,v0,902,Langnau im Emmental,BE,1,2318.385952,41.046893,35.021621,3.375392,2.64988,14.55782,85.321002,8.223259,6.455739,1559,5142
station,2026,v0,Langnau-Gattikon,Langnau-Gattikon,ZH,1,492.130901,34.543813,24.805473,3.462827,6.275513,12.636034,71.808727,10.024451,18.166822,1482,5458
municipality,2026,v0,136,Langnau am Albis,ZH,2,916.909588,33.820919,24.322756,3.288039,6.210123,12.618613,71.916308,9.72191,18.361782,2958,10902
station,2026,v0,Langwies GR,Langwies GR,GR,1,100.46393,25.732876,22.624771,2.741427,0.366678,29.447077,87.921656,10.653404,1.42494,934,1868
station,2026,v0,Langwies ZH,Langwies ZH,ZH,1,151.230052,41.727667,29.745587,8.243509,3.738571,14.737049,71.285045,19.7555,8.959454,1413,4901
station,2026,v0,Langwiesen,Langwiesen,ZH,1,131.161505,33.16868,27.880631,1.967974,3.320075,15.092394,84.057104,5.933229,10.009668,1407,4836
station,2026,v0,Lanzenhäusern,Lanzenhäusern,BE,1,145.647943,37.93931,30.05769,4.150826,3.730794,14.935955,79.225717,10.940699,9.833584,1515,5185
municipality,2026,v0,855,Schwarzenburg,BE,3,1129.977075,44.52841,35.285463,4.947959,4.294988,14.946554,79.242584,11.111914,9.645502,4559,15588
station,2026,v0,Lattigen bei Spiez,Lattigen bei Spiez,BE,1,60.272736,29.40629,24.265593,3.272734,1.867964,29.394841,82.518373,11.129368,6.352258,1322,2643
municipality,2026,v0,768,Spiez,BE,2,8103.03852,29.986733,26.962589,1.405444,1.618701,16.369561,89.915059,4.686885,5.398056,2898,8152
station,2026,v0,Lattrigen,Lattrigen,BE,1,166.865482,26.027609,19.90746,2.43466,3.685489,15.083065,76.485936,9.354144,14.15992,1395,4675
municipality,2026,v0,750,Sutz-Lattrigen,BE,2,339.213017,25.901966,19.846723,2.312126,3.743117,15.100023,76.622457,8.92645,14.451093,2790,9406
station,2026,v0,Laufen,Laufen,BL,1,3102.169552,28.581787,25.80705,1.549617,1.22512,10.323843,90.29194,5.421694,4.286366,1569,5360
municipality,2026,v0,2787,Laufen,BL,1,3102.169552,28.581787,25.80705,1.549617,1.22512,10.323843,90.29194,5.421694,4.286366,1569,5360
station,2026,v0,Laufenburg,Laufenburg,AG,1,378.941452,32.624673,28.511924,2.293324,1.819426,29.306793,87.393745,7.029415,5.57684,1250,2495
municipality,2026,v0,4170,Laufenburg,AG,1,378.941452,32.624673,28.511924,2.293324,1.819426,29.306793,87.393745,7.029415,5.57684,1250,2495
station,2026,v0,Laupen BE,Laupen BE,BE,1,652.988414,40.989325,30.416981,4.590916,5.981428,14.974839,74.207079,11.200272,14.592649,1523,4316
municipality,2026,v0,667,Laupen,BE,1,652.988414,40.989325,30.416981,4.590916,5.981428,14.974839,74.207079,11.200272,14.592649,1523,4316
station,2026,v0,Lausanne,Lausanne,VD,1,47055.900049,27.343503,25.029675,1.501109,0.812719,9.196374,91.537924,5.489821,2.972255,1577,5745
municipality,2026,v0,5586,Lausanne,VD,1,47055.900049,27.343503,25.029675,1.501109,0.812719,9.196374,91.537924,5.489821,2.972255,1577,5745
station,2026,v0,Lausen,Lausen,BL,1,803.720511,23.629474,19.607946,2.023947,1.997581,10.846256,82.980883,8.56535,8.453767,1497,5317
municipality,2026,v0,2828,Lausen,BL,1,803.720511,23.629474,19.607946,2.023947,1.997581,10.846256,82.980883,8.56535,8.453767,1497,5317
station,2026,v0,Lauterbrunnen,Lauterbrunnen,BE,1,428.395276,30.016827,25.078284,3.343327,1.595216,15.670965,83.547419,11.138175,5.314406,1511,5015
station,2026,v0,Lavin,Lavin,GR,1,185.606886,23.008492,20.156568,2.431462,0.420462,25.568122,87.604906,10.567672,1.827422,1112,2233
municipality,2026,v0,3746,Zernez,GR,4,1342.392545,31.528787,27.459269,3.081364,0.988154,23.768556,87.092693,9.773175,3.134132,4754,11492
station,2026,v0,Lavorgo,Lavorgo,TI,1,100.367501,35.573307,32.545727,2.252369,0.775211,29.174096,91.489179,6.331627,2.179194,1147,2289
station,2026,v0,Lax,Lax,VS,1,151.571551,22.834158,19.204157,2.790608,0.839393,16.938326,84.102758,12.221199,3.676043,1408,3992
municipality,2026,v0,6061,Lax,VS,1,151.571551,22.834158,19.204157,2.790608,0.839393,16.938326,84.102758,12.221199,3.676043,1408,3992
station,2026,v0,Le Boéchet,Le Boéchet,JU,1,31.547563,35.264404,28.99414,3.819795,2.45047,28.792142,82.21928,10.831871,6.948849,1038,2229
station,2026,v0,Le Brassus,Le Brassus,VD,1,121.162674,29.595516,23.595207,5.576652,0.423657,28.576363,79.725615,18.842895,1.43149,1162,2324
