code,name,canton,fromValue,fromWeight,toValue,toWeight,deltaMin,deltaLabel,window,fromYear,toYear,level,metric,weightMode
TI-5002,Bellinzona,TI,144.18384615384616,130.0,139.7786923076923,130.0,-4.4051538461538655,-4 min 24 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
TI-5061,Airolo,TI,155.2153846153846,130.0,147.28076923076924,130.0,-7.93461538461537,-7 min 56 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
TI-5072,Faido,TI,171.96923076923076,130.0,163.0653846153846,130.0,-8.90384615384616,-8 min 54 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
TI-5192,Lugano,TI,158.18123076923075,130.0,153.29830769230767,130.0,-4.882923076923078,-4 min 53 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
TI-5250,Chiasso,TI,181.89007692307692,130.0,176.66153846153847,130.0,-5.228538461538449,-5 min 14 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
TI-5281,Biasca,TI,157.5566923076923,130.0,151.2416153846154,130.0,-6.3150769230769015,-6 min 19 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
UR-1206,Erstfeld,UR,120.96346153846154,130.0,114.95615384615384,130.0,-6.007307692307705,-6 min,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
UR-1207,Flüelen,UR,113.57853846153846,130.0,109.04038461538461,130.0,-4.538153846153847,-4 min 32 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
UR-1208,Göschenen,UR,144.13038461538463,130.0,138.10953846153845,130.0,-6.020846153846179,-6 min 1 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VD-5401,Aigle,VD,143.10046153846153,130.0,134.28253846153845,130.0,-8.81792307692308,-8 min 49 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VD-5402,Bex,VD,152.71930769230767,130.0,139.3913846153846,130.0,-13.32792307692307,-13 min 20 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VD-5586,Lausanne,VD,126.36107692307694,130.0,113.68446153846153,130.0,-12.676615384615403,-12 min 41 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VD-5642,Morges,VD,135.72915384615385,130.0,120.34353846153846,130.0,-15.385615384615392,-15 min 23 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VD-5724,Nyon,VD,151.50246153846155,130.0,134.78,130.0,-16.722461538461545,-16 min 43 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VD-5805,Oron,VD,119.82361538461538,130.0,114.727,130.0,-5.096615384615376,-5 min 6 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VD-5886,Montreux,VD,137.02776923076922,130.0,127.54400000000001,130.0,-9.483769230769212,-9 min 29 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VD-5890,Vevey,VD,132.30084615384615,130.0,124.43407692307693,130.0,-7.866769230769222,-7 min 52 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VD-5938,Yverdon-les-Bains,VD,112.21492307692307,130.0,106.56623076923077,130.0,-5.648692307692301,-5 min 39 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6002,Brig-Glis,VS,121.06138461538461,130.0,115.30346153846155,130.0,-5.757923076923063,-5 min 45 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6004,Eggerberg,VS,138.25999999999996,130.0,131.31315384615385,130.0,-6.94684615384611,-6 min 57 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6110,Leuk,VS,125.33261538461538,130.0,118.75576923076923,130.0,-6.576846153846148,-6 min 35 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6136,Martigny,VS,150.94846153846157,130.0,136.67884615384617,130.0,-14.269615384615406,-14 min 16 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6191,Ausserberg,VS,138.36453846153844,130.0,132.06569230769227,130.0,-6.298846153846171,-6 min 18 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6195,Ferden,VS,130.22961538461539,130.0,129.90746153846155,130.0,-0.3221538461538387,-19 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6204,Steg-Hohtenn,VS,138.5226923076923,130.0,132.90700000000004,130.0,-5.615692307692257,-5 min 37 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6217,Saint-Maurice,VS,152.9339230769231,130.0,140.6713846153846,130.0,-12.262538461538497,-12 min 16 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6248,Sierre,VS,127.03023076923077,130.0,121.71561538461539,130.0,-5.314615384615379,-5 min 19 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6266,Sion,VS,135.78815384615385,130.0,128.90553846153847,130.0,-6.882615384615377,-6 min 53 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
VS-6297,Visp,VS,114.70223076923078,130.0,109.55146153846155,130.0,-5.150769230769228,-5 min 9 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
XX-Konstanz,Konstanz,,130.45961538461538,130.0,121.60492307692307,130.0,-8.854692307692304,-8 min 51 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
ZG-1701,Baar,ZG,90.898,130.0,81.36423076923077,130.0,-9.533769230769224,-9 min 32 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
ZG-1711,Zug,ZG,89.96184615384617,130.0,81.66792307692307,130.0,-8.293923076923093,-8 min 18 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
ZH-141,Thalwil,ZH,80.735,130.0,82.96007692307693,130.0,2.2250769230769265,+2 min 14 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
ZH-230,Winterthur,ZH,88.61692307692309,130.0,84.09792307692307,130.0,-4.51900000000002,-4 min 31 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
ZH-243,Dietikon,ZH,84.38130769230769,130.0,76.19084615384617,130.0,-8.19046153846152,-8 min 11 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
ZH-261,Zürich,ZH,77.232,390.0,74.15302564102564,390.0,-3.0789743589743637,-3 min 5 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
ZH-291,Andelfingen,ZH,101.92153846153846,130.0,94.97284615384616,130.0,-6.948692307692298,-6 min 57 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
ZH-293,Wädenswil,ZH,86.28915384615385,130.0,88.51007692307692,130.0,2.2209230769230714,+2 min 13 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
ZH-53,Bülach,ZH,89.82284615384613,130.0,87.07476923076923,130.0,-2.748076923076894,-2 min 45 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
ZH-62,Kloten,ZH,81.57092307692308,130.0,78.50161538461539,130.0,-3.0693076923076887,-3 min 4 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgRollingMin,unweighted
AG-4001,Aarau,AG,18.29084615384615,130.0,15.920307692307691,130.0,-2.370538461538459,-2 min 22 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
AG-4021,Baden,AG,23.33476923076923,260.0,15.737653846153846,260.0,-7.597115384615384,-7 min 36 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
AG-4045,Wettingen,AG,26.649923076923073,130.0,18.54538461538462,130.0,-8.104538461538453,-8 min 6 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
AG-4095,Brugg,AG,18.04769230769231,130.0,13.282615384615386,130.0,-4.765076923076922,-4 min 46 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
AG-4163,Frick,AG,37.674615384615386,130.0,25.04130769230769,130.0,-12.633307692307696,-12 min 38 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
AG-4201,Lenzburg,AG,21.058769230769233,130.0,17.31784615384615,130.0,-3.7409230769230817,-3 min 44 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
AG-4258,Rheinfelden,AG,40.29076923076923,130.0,23.925076923076926,130.0,-16.365692307692303,-16 min 22 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
AG-4289,Zofingen,AG,38.002307692307696,130.0,25.86730769230769,130.0,-12.135000000000005,-12 min 8 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
AR-3001,Herisau,AR,42.80730769230769,130.0,22.916538461538458,130.0,-19.89076923076923,-19 min 53 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-306,Lyss,BE,39.958769230769235,130.0,21.619461538461536,130.0,-18.3393076923077,-18 min 20 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-329,Langenthal,BE,28.00776923076923,130.0,19.420230769230766,130.0,-8.587538461538465,-8 min 35 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-351,Bern,BE,11.06769230769231,130.0,9.372307692307693,130.0,-1.6953846153846168,-1 min 42 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-371,Biel/Bienne,BE,20.019769230769228,130.0,14.564000000000002,130.0,-5.455769230769226,-5 min 27 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-404,Burgdorf,BE,25.291230769230772,130.0,19.59338461538462,130.0,-5.697846153846154,-5 min 42 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-434,Courtelary,BE,31.97753846153846,130.0,27.73076923076923,130.0,-4.246769230769232,-4 min 15 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-443,Saint-Imier,BE,31.767538461538468,130.0,27.796923076923076,130.0,-3.9706153846153924,-3 min 58 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-444,Sonceboz-Sombeval,BE,32.22207692307692,130.0,27.73076923076923,130.0,-4.491307692307689,-4 min 29 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-496,Ins,BE,31.563384615384614,130.0,27.975769230769234,130.0,-3.587615384615379,-3 min 35 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-533,Bätterkinden,BE,36.078153846153846,130.0,20.369230769230768,130.0,-15.708923076923078,-15 min 43 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-538,Fraubrunnen,BE,36.147846153846146,130.0,18.851153846153846,130.0,-17.2966923076923,-17 min 18 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-540,Jegenstorf,BE,36.21792307692308,130.0,18.629461538461538,130.0,-17.58846153846154,-17 min 35 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-563,Frutigen,BE,20.817,130.0,23.747999999999998,130.0,2.9309999999999974,+2 min 56 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-565,Kandersteg,BE,20.428615384615387,130.0,23.810769230769232,130.0,3.3821538461538445,+3 min 23 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-573,Brienz (BE),BE,50.507769230769235,130.0,35.28615384615385,130.0,-15.221615384615383,-15 min 13 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-581,Interlaken,BE,28.103230769230766,260.0,25.579538461538462,260.0,-2.523692307692304,-2 min 31 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-612,Konolfingen,BE,32.50099999999999,130.0,28.680846153846154,130.0,-3.8201538461538362,-3 min 49 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-768,Spiez,BE,19.726307692307692,130.0,20.232,130.0,0.505692307692307,+30 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-785,Meiringen,BE,47.528730769230776,260.0,37.361346153846156,260.0,-10.16738461538462,-10 min 10 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-902,Langnau im Emmental,BE,32.43561538461539,130.0,24.223538461538464,130.0,-8.212076923076925,-8 min 13 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-942,Thun,BE,19.470307692307696,130.0,18.77169230769231,130.0,-0.6986153846153869,-42 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BE-979,Herzogenbuchsee,BE,28.067846153846155,130.0,19.236384615384612,130.0,-8.831461538461543,-8 min 50 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BL-2787,Laufen,BL,28.970538461538464,130.0,26.53230769230769,130.0,-2.438230769230774,-2 min 26 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BL-2829,Liestal,BL,25.542230769230766,130.0,22.99376923076923,130.0,-2.5484615384615346,-2 min 33 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BL-2861,Sissach,BL,25.658384615384616,130.0,27.979999999999997,130.0,2.321615384615381,+2 min 19 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
BS-2701,Basel,BS,11.20623076923077,130.0,12.977769230769232,130.0,1.7715384615384622,+1 min 46 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
FR-2096,Romont (FR),FR,37.16123076923078,130.0,23.59369230769231,130.0,-13.567538461538465,-13 min 34 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
FR-2125,Bulle,FR,54.50769230769231,130.0,29.053846153846155,130.0,-25.453846153846154,-25 min 27 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
FR-2196,Fribourg,FR,19.331615384615386,130.0,16.196153846153845,130.0,-3.1354615384615414,-3 min 8 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
FR-2265,Kerzers,FR,31.327692307692303,130.0,27.227692307692312,130.0,-4.099999999999991,-4 min 6 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
GE-6621,Genève,GE,16.822999999999997,130.0,15.87353846153846,130.0,-0.9494615384615361,-57 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
GR-3901,Chur,GR,25.2,130.0,19.119230769230768,130.0,-6.080769230769231,-6 min 5 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
GR-3955,Landquart,GR,25.20146153846154,130.0,19.182,130.0,-6.019461538461542,-6 min 1 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
JU-6711,Delémont,JU,28.828692307692307,130.0,25.926153846153845,130.0,-2.9025384615384624,-2 min 54 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
JU-6831,Moutier,JU,29.800923076923077,130.0,27.812307692307694,130.0,-1.9886153846153825,-1 min 59 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
LU-1061,Luzern,LU,17.627615384615385,130.0,11.840769230769231,130.0,-5.786846153846154,-5 min 47 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
LU-1103,Sursee,LU,38.62430769230769,130.0,25.318384615384616,130.0,-13.305923076923072,-13 min 18 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
LU-1107,Wolhusen,LU,33.78761538461538,130.0,25.584923076923076,130.0,-8.202692307692303,-8 min 12 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
NE-6421,La Chaux-de-Fonds,NE,30.62715384615385,130.0,26.671538461538464,130.0,-3.9556153846153848,-3 min 57 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
NE-6436,Le Locle,NE,30.62715384615385,130.0,31.33,130.0,0.7028461538461492,+42 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
NE-6458,Neuchâtel,NE,21.413307692307693,130.0,18.969153846153844,130.0,-2.4441538461538492,-2 min 27 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
OW-1403,Giswil,OW,42.78438461538461,130.0,38.68815384615384,130.0,-4.096230769230772,-4 min 6 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
OW-1405,Lungern,OW,43.98499999999999,130.0,37.13546153846154,130.0,-6.849538461538451,-6 min 51 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
OW-1407,Sarnen,OW,41.99423076923077,130.0,40.07453846153847,130.0,-1.9196923076923014,-1 min 55 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3203,St. Gallen,SG,16.708230769230767,130.0,10.494076923076923,130.0,-6.2141538461538435,-6 min 13 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3215,Rorschach,SG,26.559153846153848,130.0,18.51869230769231,130.0,-8.040461538461539,-8 min 2 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3231,Au (SG),SG,53.196615384615384,130.0,29.401384615384618,130.0,-23.795230769230766,-23 min 48 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3236,St. Margrethen,SG,52.461230769230774,130.0,28.27907692307692,130.0,-24.182153846153852,-24 min 11 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3251,Altstätten,SG,54.05415384615384,130.0,30.523692307692308,130.0,-23.53046153846153,-23 min 32 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3271,Buchs (SG),SG,45.53423076923077,130.0,32.02415384615385,130.0,-13.510076923076916,-13 min 31 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3291,Bad Ragaz,SG,29.051538461538463,130.0,20.750692307692308,130.0,-8.300846153846155,-8 min 18 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3296,Sargans,SG,25.18538461538461,130.0,18.398230769230768,130.0,-6.787153846153842,-6 min 47 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3315,Schänis,SG,24.412692307692303,130.0,17.387615384615387,130.0,-7.025076923076917,-7 min 2 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3339,Uznach,SG,49.36538461538461,130.0,25.612461538461538,130.0,-23.752923076923075,-23 min 45 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3340,Rapperswil-Jona,SG,24.11623076923077,130.0,13.565076923076923,130.0,-10.551153846153849,-10 min 33 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3379,Wattwil,SG,49.197,130.0,24.976,130.0,-24.221000000000004,-24 min 13 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3427,Wil (SG),SG,20.761692307692307,130.0,12.853769230769233,130.0,-7.907923076923074,-7 min 54 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SG-3443,Gossau (SG),SG,18.787692307692307,130.0,12.411153846153844,130.0,-6.376538461538463,-6 min 23 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SH-2937,Neuhausen am Rheinfall,SH,27.689846153846155,130.0,29.048,130.0,1.3581538461538436,+1 min 21 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SH-2939,Schaffhausen,SH,26.387153846153847,130.0,24.902846153846152,130.0,-1.484307692307695,-1 min 29 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SO-2407,Oensingen,SO,22.511615384615386,130.0,21.64746153846154,130.0,-0.8641538461538474,-52 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SO-2513,Biberist,SO,51.78438461538462,130.0,26.70569230769231,130.0,-25.078692307692307,-25 min 5 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SO-2526,Lohn-Ammannsegg,SO,51.485692307692304,130.0,26.31276923076923,130.0,-25.172923076923073,-25 min 10 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SO-2546,Grenchen,SO,26.879846153846156,260.0,25.44923076923077,260.0,-1.4306153846153862,-1 min 26 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SO-2581,Olten,SO,13.585076923076922,130.0,11.359923076923076,130.0,-2.2251538461538463,-2 min 14 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SO-2601,Solothurn,SO,20.463615384615384,130.0,16.729307692307692,130.0,-3.7343076923076914,-3 min 44 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SZ-1321,Feusisberg,SZ,37.115923076923075,130.0,28.30969230769231,130.0,-8.806230769230766,-8 min 48 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SZ-1322,Freienbach,SZ,24.94676923076923,130.0,11.547230769230769,130.0,-13.399538461538462,-13 min 24 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SZ-1331,Küssnacht (SZ),SZ,49.53076923076923,130.0,40.63307692307693,130.0,-8.897692307692303,-8 min 54 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SZ-1362,Arth,SZ,21.173384615384617,130.0,16.754000000000005,130.0,-4.419384615384612,-4 min 25 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
SZ-1364,Ingenbohl,SZ,30.715384615384615,130.0,19.51923076923077,130.0,-11.196153846153845,-11 min 12 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TG-4436,Romanshorn,TG,19.87592307692308,130.0,12.47353846153846,130.0,-7.402384615384619,-7 min 24 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TG-4461,Amriswil,TG,22.219461538461537,130.0,13.938615384615385,130.0,-8.280846153846152,-8 min 17 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TG-4566,Frauenfeld,TG,22.747923076923076,130.0,13.640692307692307,130.0,-9.10723076923077,-9 min 6 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TG-4671,Kreuzlingen,TG,56.06023076923077,130.0,25.068846153846156,130.0,-30.991384615384614,-30 min 59 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TG-4946,Weinfelden,TG,22.193307692307695,130.0,12.858307692307694,130.0,-9.335,-9 min 20 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TI-5002,Bellinzona,TI,25.78330769230769,130.0,20.83076923076923,130.0,-4.95253846153846,-4 min 57 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TI-5061,Airolo,TI,30.715384615384615,130.0,19.51923076923077,130.0,-11.196153846153845,-11 min 12 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TI-5072,Faido,TI,30.715384615384615,130.0,19.51923076923077,130.0,-11.196153846153845,-11 min 12 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TI-5192,Lugano,TI,25.775307692307692,130.0,20.83076923076923,130.0,-4.94453846153846,-4 min 57 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TI-5250,Chiasso,TI,25.783615384615384,130.0,20.83076923076923,130.0,-4.952846153846153,-4 min 57 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
TI-5281,Biasca,TI,30.018538461538462,130.0,19.51923076923077,130.0,-10.499307692307692,-10 min 30 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
UR-1206,Erstfeld,UR,30.715384615384615,130.0,19.51923076923077,130.0,-11.196153846153845,-11 min 12 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
UR-1207,Flüelen,UR,30.715384615384615,130.0,19.51923076923077,130.0,-11.196153846153845,-11 min 12 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
UR-1208,Göschenen,UR,30.715384615384615,130.0,19.51923076923077,130.0,-11.196153846153845,-11 min 12 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VD-5401,Aigle,VD,19.196461538461538,130.0,18.314692307692308,130.0,-0.8817692307692298,-53 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VD-5402,Bex,VD,23.362615384615385,130.0,26.162307692307692,130.0,2.7996923076923075,+2 min 48 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VD-5586,Lausanne,VD,15.678692307692307,130.0,13.346538461538463,130.0,-2.332153846153844,-2 min 20 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VD-5642,Morges,VD,20.882076923076923,130.0,19.26453846153846,130.0,-1.6175384615384623,-1 min 37 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VD-5724,Nyon,VD,20.882076923076923,130.0,19.298692307692306,130.0,-1.5833846153846167,-1 min 35 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VD-5805,Oron,VD,33.58046153846154,130.0,23.967692307692307,130.0,-9.612769230769235,-9 min 37 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VD-5886,Montreux,VD,19.399846153846156,130.0,18.33953846153846,130.0,-1.0603076923076955,-1 min 4 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VD-5890,Vevey,VD,20.279692307692304,130.0,18.31276923076923,130.0,-1.9669230769230737,-1 min 58 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VD-5938,Yverdon-les-Bains,VD,25.535615384615387,130.0,20.131230769230772,130.0,-5.404384615384615,-5 min 24 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6002,Brig-Glis,VS,17.806538461538466,130.0,21.044307692307694,130.0,3.237769230769228,+3 min 14 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6004,Eggerberg,VS,42.29507692307692,130.0,60.677,130.0,18.38192307692308,+18 min 23 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6110,Leuk,VS,22.261307692307696,130.0,29.61,130.0,7.348692307692303,+7 min 21 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6136,Martigny,VS,18.970846153846153,130.0,18.149,130.0,-0.8218461538461526,-49 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6191,Ausserberg,VS,42.377692307692314,130.0,60.86153846153846,130.0,18.483846153846144,+18 min 29 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6195,Ferden,VS,20.025923076923075,130.0,23.248615384615384,130.0,3.2226923076923093,+3 min 13 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6204,Steg-Hohtenn,VS,42.51184615384615,130.0,61.18453846153846,130.0,18.67269230769231,+18 min 40 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6217,Saint-Maurice,VS,23.293307692307692,130.0,26.185384615384617,130.0,2.8920769230769245,+2 min 54 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6248,Sierre,VS,21.745153846153844,130.0,23.26776923076923,130.0,1.522615384615385,+1 min 31 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6266,Sion,VS,18.899923076923077,130.0,19.874384615384617,130.0,0.97446153846154,+58 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
VS-6297,Visp,VS,24.114384615384616,130.0,32.730384615384615,130.0,8.616,+8 min 37 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
XX-Konstanz,Konstanz,,54.53915384615384,130.0,27.96153846153846,130.0,-26.577615384615378,-26 min 35 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
ZG-1701,Baar,ZG,26.972307692307698,130.0,24.214923076923075,130.0,-2.7573846153846233,-2 min 45 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
ZG-1711,Zug,ZG,19.62330769230769,130.0,13.116,130.0,-6.507307692307691,-6 min 30 s,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
ZH-141,Thalwil,ZH,18.574384615384616,130.0,12.57476923076923,130.0,-5.999615384615387,-6 min,1982-2002,1982,2002,municipality,avgTransferMin,unweighted
