code,name,canton,fromValue,fromWeight,toValue,toWeight,deltaMin,deltaLabel,window,fromYear,toYear,level,metric,weightMode
AG-4095,Brugg,AG,38.28230870034701,10142.922159977115,38.13793885457079,10835.550202776532,-0.14436984577621814,-9 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
AG-4163,Frick,AG,40.75105814861646,4289.1243645389,42.81446557093326,4581.759871832608,2.0634074223168,+2 min 4 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
AG-4201,Lenzburg,AG,37.34885155650265,9588.082478709319,25.22599018587615,10242.833516030705,-12.122861370626502,-12 min 7 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
AG-4258,Rheinfelden,AG,43.09738654342107,6855.450166478721,44.53417869011364,7323.911470310439,1.436792146692575,+1 min 26 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
AG-4289,Zofingen,AG,47.06059144426911,3920.127610969263,47.11024072682359,4187.667418814044,0.04964928255448342,+3 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
AR-3001,Herisau,AR,48.11903403059574,2694.034762011067,49.153805039701105,2766.6770887239704,1.0347710091053628,+1 min 2 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-306,Lyss,BE,31.84173231396514,7355.4861404219555,33.48345450088108,7574.74635326684,1.641722186915942,+1 min 39 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-329,Langenthal,BE,41.55389125730565,3341.987363567123,41.37363307688242,3441.5383331970133,-0.18025818042323039,-11 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-351,Bern,BE,39.80111484972118,46054.25696639148,39.41063649431634,44636.255121253314,-0.3904783554048379,-23 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-371,Biel/Bienne,BE,33.02243943304852,14896.937624283502,31.97656284610105,15340.647068828039,-1.0458765869474682,-1 min 3 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-404,Burgdorf,BE,34.73376742198677,6265.811156245072,35.41716913323727,6452.227913701532,0.6834017112505038,+41 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-434,Courtelary,BE,42.533428173372215,2344.022724589361,43.22376095885027,2413.64206226112,0.6903327854780557,+41 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-443,Saint-Imier,BE,41.360559361580876,2007.1269633540853,42.78518376664671,2066.7614890209697,1.4246244050658348,+1 min 25 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-444,Sonceboz-Sombeval,BE,39.07056069067425,3502.544904280809,39.81346184913883,3606.573271345565,0.7429011584645835,+45 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-496,Ins,BE,47.73868208459637,2846.06138742462,48.917125920752056,2930.593320136134,1.1784438361556866,+1 min 11 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-533,Bätterkinden,BE,21.153075636964353,3726.9557520525254,33.188584360731674,3837.2398190865742,12.035508723767322,+12 min 2 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-538,Fraubrunnen,BE,55.16146254262883,1697.5739053294642,55.005134154578286,1748.007176505062,-0.1563283880505466,-9 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-540,Jegenstorf,BE,49.68393943047235,5408.342596492803,46.81563816515997,5569.6321741619595,-2.8683012653123825,-2 min 52 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-563,Frutigen,BE,48.31170530446339,1503.6210269221858,51.4321240613565,1548.299486213058,3.120418756893109,+3 min 7 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-565,Kandersteg,BE,64.94002750052861,1141.518248585396,69.69300405741497,1176.0563600532291,4.7529765568863525,+4 min 45 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-573,Brienz (BE),BE,53.96416680858978,1301.242547270716,52.3760035872171,1340.314127220176,-1.5881632213726817,-1 min 35 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-581,Interlaken,BE,57.820068050681115,6247.165947316325,65.02206995952852,6533.71132176599,7.202001908847407,+7 min 12 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-612,Konolfingen,BE,53.91521710772122,2929.980321412656,56.33675686675874,3017.1560786960235,2.421539759037522,+2 min 25 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-768,Spiez,BE,31.504613425824363,8368.42891964363,30.556904440727006,8617.54825708411,-0.947708985097357,-57 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-785,Meiringen,BE,67.96573831131631,1820.5781313903792,68.4550622238296,1874.77905216967,0.4893239125132851,+29 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-902,Langnau im Emmental,BE,51.73582184935798,1917.0143937642858,53.28781490960395,1974.209540000604,1.5519930602459695,+1 min 33 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-942,Thun,BE,32.441972411348914,13365.364989796484,32.947342205391536,13763.481282009889,0.5053697940426218,+30 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BE-979,Herzogenbuchsee,BE,42.71569199087397,3042.324333819634,43.38619064808808,3133.211978882449,0.670498657214111,+40 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BL-2787,Laufen,BL,48.335737074805884,4463.3505412472205,36.49350638472754,4621.072465951855,-11.842230690078345,-11 min 51 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BL-2829,Liestal,BL,37.43500597483892,10924.88280773963,42.464485467460854,11311.910318555048,5.029479492621931,+5 min 2 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BL-2861,Sissach,BL,42.36305492754209,3911.2722922241255,41.88992267231174,4049.8497318372465,-0.47313225523034674,-28 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
BS-2701,Basel,BS,44.09115513171388,31408.056853311904,43.44243632817133,32409.145016345446,-0.6487188035425504,-39 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
FR-2096,Romont (FR),FR,42.015463174760285,5925.8389128044255,40.159014063936354,6340.192372139992,-1.856449110823931,-1 min 51 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
FR-2125,Bulle,FR,56.515781765856616,2915.3512333827475,54.01614253098017,3119.312665901904,-2.4996392348764473,-2 min 30 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
FR-2196,Fribourg,FR,47.78522925973215,10641.915613806203,48.55524992921585,11386.405086510065,0.7700206694836993,+46 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
FR-2265,Kerzers,FR,50.25089446286383,2972.8408998317295,52.056863902253504,3180.6760216138555,1.8059694393896706,+1 min 48 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
GE-6621,Genève,GE,60.866557968593426,9661.141290250127,58.15885287503197,8323.257299774848,-2.707705093561458,-2 min 42 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
GR-3901,Chur,GR,37.82512585289327,12510.415870416738,46.51682509349164,12923.859645652617,8.691699240598368,+8 min 42 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
GR-3955,Landquart,GR,28.38568933675146,9970.938481421355,23.527949606759712,10300.752992060687,-4.857739729991749,-4 min 51 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
JU-6711,Delémont,JU,40.94242308095935,5306.393368123361,43.574674473435635,5410.202910437341,2.6322513924762845,+2 min 38 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
JU-6831,Moutier,JU,37.2605700188784,3717.5668632150437,39.97879300503563,3828.5549006051288,2.7182229861572296,+2 min 43 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
LU-1061,Luzern,LU,45.209573402058915,12383.068943024871,44.78021898076475,13305.965227167355,-0.429354421294164,-26 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
LU-1103,Sursee,LU,50.33862931438719,4419.286912328886,49.41118619632835,4696.543974142042,-0.9274431180588394,-56 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
LU-1107,Wolhusen,LU,52.83415912825785,1169.209095038654,51.76625389093117,1242.5535926071839,-1.0679052373266842,-1 min 4 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
NE-6421,La Chaux-de-Fonds,NE,53.31857785143746,2339.775661838556,55.12489783777925,1781.7420531910038,1.8063199863417907,+1 min 48 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
NE-6436,Le Locle,NE,66.63548115419724,767.343108319835,66.12378101818085,779.180274183818,-0.5117001360163869,-31 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
NE-6458,Neuchâtel,NE,44.069995226732075,6775.171538742881,47.62012082357008,6879.1724394717585,3.550125596838008,+3 min 33 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
OW-1403,Giswil,OW,59.378608667903386,753.62755679275,59.60978597276027,783.286436676598,0.23117730485688526,+14 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
OW-1405,Lungern,OW,71.9666266197852,663.8139270065831,73.03350671711486,690.114095939151,1.0668800973296584,+1 min 4 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
OW-1407,Sarnen,OW,50.81447614439389,1511.610368215734,50.13318287620736,1571.24569384104,-0.6812932681865362,-41 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3203,St. Gallen,SG,40.97413657890902,12758.867621331687,36.33865337625831,12120.768866826997,-4.635483202650711,-4 min 38 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3215,Rorschach,SG,34.46409948192124,8116.558041494986,31.32549381673237,8617.137063169195,-3.1386056651888694,-3 min 8 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3231,Au (SG),SG,38.916424627154306,1931.495124497919,36.989299732376914,2050.9204273607984,-1.9271248947773927,-1 min 56 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3236,St. Margrethen,SG,38.72226155968502,2410.9668306441963,38.97798348317718,2559.795079479043,0.2557219234921533,+15 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3251,Altstätten,SG,37.39774938331376,2540.809783308212,34.897422126203935,2697.565766664517,-2.5003272571098236,-2 min 30 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3271,Buchs (SG),SG,30.058499115599552,4591.6593313114145,28.711874562921427,4875.173971448125,-1.3466245526781258,-1 min 21 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3291,Bad Ragaz,SG,29.05394450545068,6913.944749157417,19.643004613638084,7341.209607658412,-9.410939891812596,-9 min 25 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3296,Sargans,SG,30.1645972188188,9115.575429594723,25.077483245091152,9678.509550335137,-5.0871139737276465,-5 min 5 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3315,Schänis,SG,56.16073037221468,3040.732162377816,55.31819496603414,3228.489327247466,-0.8425354061805379,-51 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3339,Uznach,SG,49.003796008406276,3237.7220379604078,48.26518339150542,3437.445254816067,-0.7386126169008591,-44 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3340,Rapperswil-Jona,SG,45.74109243491321,13559.421682039396,45.71650601913372,14396.345668629954,-0.024586415779495496,-1 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3379,Wattwil,SG,53.34941116767873,2103.866966359402,51.34778338227535,2233.755104197614,-2.001627785403379,-2 min,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3427,Wil (SG),SG,41.42986313830397,7623.701528313581,41.38274035111821,8094.358785846314,-0.04712278718576357,-3 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SG-3443,Gossau (SG),SG,42.448436994521174,3585.909999655807,45.804847810177506,3807.302783368508,3.356410815656332,+3 min 21 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SH-2937,Neuhausen am Rheinfall,SH,54.61452610700747,5018.651718027705,54.03478356528259,5261.760476257522,-0.5797425417248832,-35 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SH-2939,Schaffhausen,SH,50.04839708579352,6346.453723615104,49.71982445375616,6653.898222700907,-0.328572632037357,-20 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SO-2407,Oensingen,SO,41.181384690889956,2729.861187572248,40.30992015023698,2852.75226114983,-0.8714645406529797,-52 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SO-2513,Biberist,SO,57.175843691107104,3800.8777941293356,43.31375118538189,3971.4739660813525,-13.862092505725215,-13 min 52 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SO-2526,Lohn-Ammannsegg,SO,58.660686421956434,3063.299713436591,44.62032120522916,3200.170180257201,-14.040365216727274,-14 min 2 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SO-2546,Grenchen,SO,38.51755378519347,8872.508979459177,43.11399545384025,9270.961708352068,4.596441668646783,+4 min 36 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SO-2581,Olten,SO,33.815650082057026,12470.357084563802,33.919917928371746,13030.69761273426,0.10426784631471975,+6 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SO-2601,Solothurn,SO,41.89388927236475,6035.4160207189925,38.33085260963647,6306.495657035048,-3.5630366627282797,-3 min 34 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SZ-1321,Feusisberg,SZ,87.89495416026844,1110.435004213655,86.57726670499568,1156.946850984681,-1.317687455272761,-1 min 19 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SZ-1322,Freienbach,SZ,55.42788675056489,8845.91876133133,54.51174680769056,9216.271145683906,-0.9161399428743309,-55 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SZ-1331,Küssnacht (SZ),SZ,40.13870515273345,2942.960091538015,39.608960201722816,3066.121578964093,-0.5297449510106347,-32 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SZ-1362,Arth,SZ,38.26429952006344,3772.2426813591082,37.92352964222526,3930.168407868595,-0.34076987783817714,-20 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
SZ-1364,Ingenbohl,SZ,40.08536250692336,1875.914297124567,39.827639563712665,1954.2813955126312,-0.25772294321069467,-15 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TG-4436,Romanshorn,TG,40.72462246336455,4706.241185794125,41.622250363148716,5038.381681680197,0.8976278997841689,+54 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TG-4461,Amriswil,TG,45.96598416235486,3989.1863328848494,44.18713512696742,4270.616882417777,-1.778849035387438,-1 min 47 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TG-4566,Frauenfeld,TG,33.38309284540617,10176.883911474817,32.928295869151036,10895.478107405874,-0.4547969762551318,-27 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TG-4671,Kreuzlingen,TG,53.51798673718658,3877.908476538138,24.330986034303876,4428.580123049984,-29.187000702882706,-29 min 11 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TG-4946,Weinfelden,TG,33.83001519362114,6909.033168624566,32.71495088425174,7396.912845888975,-1.1150643093694015,-1 min 7 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TI-5002,Bellinzona,TI,72.87913527175893,1780.455891378827,51.465707808014834,1830.6073920787621,-21.413427463744092,-21 min 25 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TI-5061,Airolo,TI,89.12895637360685,601.362542569278,85.64775673031488,618.45885592559,-3.4811996432919727,-3 min 29 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TI-5072,Faido,TI,102.29598899219977,600.5481652742981,92.24420452067281,617.376198353855,-10.051784471526958,-10 min 3 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TI-5192,Lugano,TI,65.1374525393515,2989.256304601734,66.13130123929794,3073.348367595061,0.9938486999464402,+1 min,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TI-5250,Chiasso,TI,108.22461619935909,2284.7056346097747,111.69529298258018,2349.071107313517,3.4706767832210943,+3 min 28 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
TI-5281,Biasca,TI,138.15667251532207,1312.392796710648,124.41915663554458,1349.29449343268,-13.73751587977749,-13 min 44 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
UR-1206,Erstfeld,UR,65.3923285851413,840.6115816311801,61.44348697929685,876.3254583007,-3.94884160584445,-3 min 57 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
UR-1207,Flüelen,UR,60.52628029175125,1013.927376077934,56.67344542984,1056.7384742135662,-3.852834861911248,-3 min 51 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
UR-1208,Göschenen,UR,81.60406877616153,812.459570598834,76.57810660073098,847.4444066745209,-5.02596217543055,-5 min 2 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VD-5401,Aigle,VD,24.652606241424802,6479.157155895966,15.471244178695674,6869.980981656763,-9.181362062729129,-9 min 11 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VD-5402,Bex,VD,31.44005387406,3913.28806818096,23.431419166928293,4149.353428674765,-8.008634707131705,-8 min 1 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VD-5586,Lausanne,VD,32.86473622935101,28353.557446577383,27.380234688215882,30064.925026791287,-5.484501541135128,-5 min 29 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VD-5642,Morges,VD,37.439331730022374,10001.251557069945,46.294293292491844,10604.916531145655,8.85496156246947,+8 min 51 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VD-5724,Nyon,VD,39.10839584265537,1687.002396527454,32.650631006436186,1788.8165727128107,-6.457764836219184,-6 min 27 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VD-5805,Oron,VD,41.245170875931905,3149.364218057046,36.34523003281325,3339.6351726448224,-4.899940843118657,-4 min 54 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VD-5886,Montreux,VD,31.72598234922633,7248.555533645097,28.145609478571664,7686.039404011977,-3.580372870654667,-3 min 35 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VD-5890,Vevey,VD,27.47022965065216,13041.126865902923,29.031774601624374,13828.181536024611,1.5615449509722126,+1 min 34 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VD-5938,Yverdon-les-Bains,VD,49.73877752363724,7448.640841674561,47.76276248657312,7898.413136128763,-1.9760150370641156,-1 min 59 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6002,Brig-Glis,VS,65.8008668393078,1956.0809163407,70.40701085998955,2093.320398148754,4.606144020681754,+4 min 36 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6004,Eggerberg,VS,105.14114976236678,1127.297729187821,108.20276368043682,1205.2597284925998,3.0616139180700372,+3 min 4 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6110,Leuk,VS,33.175768338464216,2441.0317511962394,36.41537827891871,2612.396966994047,3.2396099404544927,+3 min 14 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6136,Martigny,VS,29.35786691645499,4894.222511954432,27.699879503493545,5237.268549487203,-1.6579874129614467,-1 min 39 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6191,Ausserberg,VS,103.94810611728971,1438.041112100158,106.78950082959739,1538.552415935349,2.8413947123076753,+2 min 50 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6195,Ferden,VS,67.02828883795522,374.05384793177495,67.5130786507841,400.10596320021097,0.484789812828879,+29 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6204,Steg-Hohtenn,VS,60.38616176776077,481.582983002588,49.772844393586205,515.190764590054,-10.613317374174564,-10 min 37 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6217,Saint-Maurice,VS,25.366530612417947,4228.043589304972,26.125049262761376,4524.74725316761,0.7585186503434294,+46 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6248,Sierre,VS,30.694842718785793,4979.633624958063,34.35826979359635,5328.75663505583,3.6634270748105564,+3 min 40 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6266,Sion,VS,30.857792009446097,8961.284213812964,31.937768937535445,9589.845747352354,1.0799769280893479,+1 min 5 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
VS-6297,Visp,VS,65.60052074367773,2785.60768071445,74.50915371742636,2981.1112698458332,8.908632973748624,+8 min 55 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
XX-Konstanz,Konstanz,,55.30816537964861,2758.421661209346,54.40327172060309,2758.3595216196773,-0.9048936590455199,-54 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
ZG-1701,Baar,ZG,41.893903823973005,7236.6412331143365,41.420117491882046,7600.211053755157,-0.47378633209095966,-28 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
ZG-1711,Zug,ZG,38.488588723657784,12664.401284362033,38.342738366476205,13300.414345588699,-0.14585035718157968,-9 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
ZH-141,Thalwil,ZH,38.832292700688896,14491.437579588219,37.960718359311585,15286.604153827626,-0.8715743413773112,-52 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
ZH-230,Winterthur,ZH,29.35701994038655,39301.13824317278,29.071520583699318,41458.946343949414,-0.28549935668723236,-17 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
ZH-243,Dietikon,ZH,42.56511062958933,9422.61880454624,41.177695433807685,9939.740677756941,-1.3874151957816423,-1 min 23 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
ZH-261,Zürich,ZH,35.89915500597954,125620.32611454217,34.988348812674985,132454.77837785907,-0.9108061933045519,-55 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
ZH-291,Andelfingen,ZH,33.60204369582647,7677.313739570283,33.398103983051826,8097.655242110797,-0.20393971277464118,-12 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
ZH-293,Wädenswil,ZH,45.44007335001324,10367.49100723314,44.84891217862249,10936.46937668424,-0.5911611713907519,-35 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
ZH-53,Bülach,ZH,49.66757311618983,4822.253714563443,49.05161938537505,5086.871048232522,-0.6159537308147804,-37 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
ZH-62,Kloten,ZH,40.20639033139932,22135.667595393385,39.52240148672718,23351.128693714843,-0.683988844672136,-41 s,2021-2026,2021,2026,municipality,avgTotalMin,weighted
AG-4001,Aarau,AG,33.64358214217298,15842.08593105149,32.54628932288472,17154.964641087747,-1.0972928192882634,-1 min 6 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
AG-4021,Baden,AG,38.14165472601025,21231.36929536033,32.80717583580633,23030.39203668284,-5.334478890203918,-5 min 20 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
AG-4045,Wettingen,AG,40.203235273780905,11794.313649432823,36.18106276647742,12772.002719582324,-4.0221725073034875,-4 min 1 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
AG-4095,Brugg,AG,38.13793885457079,10835.550202776532,39.41798512050816,11733.810049863252,1.2800462659373721,+1 min 17 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
AG-4163,Frick,AG,42.81446557093326,4581.759871832608,39.851661292525144,4961.534295005757,-2.9628042784081146,-2 min 58 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
AG-4201,Lenzburg,AG,25.22599018587615,10242.833516030705,21.290248986818415,11091.368588273368,-3.935741199057734,-3 min 56 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
AG-4258,Rheinfelden,AG,44.53417869011364,7323.911470310439,40.637578231917956,7930.789570333514,-3.8966004581956852,-3 min 54 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
AG-4289,Zofingen,AG,47.11024072682359,4187.667418814044,61.52158285313459,4534.892565173923,14.411342126310998,+14 min 25 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
AR-3001,Herisau,AR,49.153805039701105,2766.6770887239704,62.735751600178084,2812.369950422265,13.581946560476979,+13 min 35 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-306,Lyss,BE,33.48345450088108,7574.74635326684,36.21498781391308,7789.248291487711,2.7315333130320028,+2 min 44 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-329,Langenthal,BE,41.37363307688242,3441.5383331970133,40.55099647265065,3539.096110760559,-0.8226366042317679,-49 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-351,Bern,BE,39.41063649431634,44636.255121253314,37.448927134952136,48768.76114802691,-1.9617093593642068,-1 min 58 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-371,Biel/Bienne,BE,31.97656284610105,15340.647068828039,31.52382445155328,15775.015419203704,-0.45273839454776876,-27 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-404,Burgdorf,BE,35.41716913323727,6452.227913701532,38.1553569814883,6635.124645143951,2.7381878482510302,+2 min 44 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-434,Courtelary,BE,43.22376095885027,2413.64206226112,40.28953718848792,2483.195749011033,-2.934223770362351,-2 min 56 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-443,Saint-Imier,BE,42.78518376664671,2066.7614890209697,38.978101106888886,2125.538765314139,-3.8070826597578247,-3 min 48 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-444,Sonceboz-Sombeval,BE,39.81346184913883,3606.573271345565,37.29566332306235,3708.6445701204975,-2.517798526076483,-2 min 31 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-496,Ins,BE,48.917125920752056,2930.593320136134,41.91281021872612,3013.4933937737223,-7.004315702025934,-7 min,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-533,Bätterkinden,BE,33.188584360731674,3837.2398190865742,35.27682549332038,3946.3047659925314,2.0882411325887063,+2 min 5 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-538,Fraubrunnen,BE,55.005134154578286,1748.007176505062,54.81426109471755,1797.452482924003,-0.19087305986073488,-11 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-540,Jegenstorf,BE,46.81563816515997,5569.6321741619595,47.44514245336293,5727.016638594945,0.6295042882029591,+38 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-563,Frutigen,BE,51.4321240613565,1548.299486213058,39.85891019078431,1592.287856607119,-11.57321387057219,-11 min 34 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-565,Kandersteg,BE,69.69300405741497,1176.0563600532291,55.692590525091916,1208.790020225896,-14.000413532323051,-14 min,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-573,Brienz (BE),BE,52.3760035872171,1340.314127220176,57.40689238549308,1378.139973516433,5.030888798275981,+5 min 2 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-581,Interlaken,BE,65.02206995952852,6533.71132176599,57.08734080327855,6552.1124041222865,-7.934729156249972,-7 min 56 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
BE-612,Konolfingen,BE,56.33675686675874,3017.1560786960235,62.074845432459426,3102.624213731614,5.738088565700686,+5 min 44 s,STEP 2035 Planning Horizon,2026,2035,municipality,avgTotalMin,weighted
