level,weightMode,year,yearNum,code,name,canton,originCount,odCellCount,totalWeight,avgTotalMin,avgRollingMin,avgDwellMin,avgTransferMin,avgWaitMin,avgTotalPlusWaitMin,rollingPct,dwellPct,transferPct,rollingPassengerMinDay,dwellPassengerMinDay,transferPassengerMinDay,waitPassengerMinDay
municipality,unweighted,2024,2024.0,SH-2939,Schaffhausen,SH,1,130,130.0,133.21815384615383,110.80915384615383,5.179384615384615,17.229615384615386,20.33230769230769,153.55046153846152,83.17871900110634,3.887897006414003,12.93338399247966,,,,
municipality,unweighted,2025,2025.0,SH-2939,Schaffhausen,SH,1,130,130.0,125.66315384615385,105.16746153846154,4.5407692307692304,15.954923076923077,18.433692307692308,144.09684615384614,83.68997460243227,3.613445223830986,12.696580173736747,,,,
municipality,unweighted,2026,2026.0,SH-2939,Schaffhausen,SH,1,130,130.0,126.98207692307692,105.64,4.476923076923077,16.865153846153845,18.79092307692308,145.773,83.19284308445711,3.5256338417232715,13.281523073819624,,,,
municipality,unweighted,2035,2035.0,SH-2939,Schaffhausen,SH,1,130,130.0,123.79084615384616,101.98576923076924,6.6219230769230775,15.183153846153848,16.765076923076922,140.55592307692308,82.38554982007493,5.349283313479747,12.265166866445327,,,,
municipality,unweighted,1982,1982.0,SO-2407,Oensingen,SO,1,130,130.0,119.88015384615385,88.72200000000001,8.64653846153846,22.511615384615386,36.64923076923077,156.52938461538463,74.0089140308077,7.212652123081898,18.77843384611041,,,,
municipality,unweighted,2002,2002.0,SO-2407,Oensingen,SO,1,130,130.0,113.94884615384618,82.97438461538464,9.327000000000002,21.64746153846154,29.478615384615388,143.42746153846156,72.8172223028552,8.185251816773384,18.99752588037142,,,,
municipality,unweighted,2005,2005.0,SO-2407,Oensingen,SO,1,130,130.0,114.32976923076923,82.24199999999999,7.234461538461539,24.853307692307695,28.52584615384615,142.8556153846154,71.93402081832109,6.327714633849318,21.738264547829594,,,,
municipality,unweighted,2008,2008.0,SO-2407,Oensingen,SO,1,130,130.0,106.43846153846155,79.52884615384616,6.190384615384615,20.71923076923077,27.942307692307693,134.38076923076926,74.71814699718146,5.8159283081592825,19.465924694659247,,,,
municipality,unweighted,2009,2009.0,SO-2407,Oensingen,SO,1,130,130.0,107.46730769230768,79.93076923076923,6.175,21.361538461538462,28.173076923076923,135.64038461538462,74.37682300520731,5.745933468138791,19.877243526653903,,,,
municipality,unweighted,2011,2011.0,SO-2407,Oensingen,SO,1,130,130.0,106.61346153846154,79.90384615384616,6.167307692307692,20.54230769230769,28.28846153846154,134.90192307692308,74.94723930806833,5.784736376918775,19.268024315012894,,,,
municipality,unweighted,2012,2012.0,SO-2407,Oensingen,SO,1,130,130.0,106.4173076923077,79.87692307692308,6.2057692307692305,20.334615384615386,28.173076923076923,134.59038461538464,75.0600863798182,5.831541283408931,19.108372336772863,,,,
municipality,unweighted,2013,2013.0,SO-2407,Oensingen,SO,1,130,130.0,106.39999999999999,79.91923076923077,6.117307692307692,20.36346153846154,28.173076923076923,134.5730769230769,75.11205899363794,5.749349334875651,19.138591671486413,,,,
municipality,unweighted,2014 Q1/2,2014.0,SO-2407,Oensingen,SO,1,130,130.0,104.38269230769231,80.23461538461538,6.142307692307693,18.005769230769232,28.115384615384617,132.49807692307692,76.86582287809281,5.884412019381345,17.249765102525842,,,,
municipality,unweighted,2014 Q3/4,2014.5,SO-2407,Oensingen,SO,1,130,130.0,105.15576923076924,80.08076923076923,6.376923076923077,18.698076923076922,27.884615384615383,133.04038461538462,76.15442292569631,6.0642636381924255,17.78131343611126,,,,
